level,source,event_id,masked_description,occurrence_count
I,MRI_CPA,1042,The display and backlight have been deactivated via the switched supply voltage.,988811
I,MRI_CMM,1365,Patient table is docked.,496848
I,MRI_CMM,1374,48V supply voltage for patient table is enabled.,496846
I,MRI_HEC,1031,Helium compressor unit is running in normal mode.,495935
I,MRI_HEC,1017,Helium compressor bypass solenoid valve closed.,495925
I,MRI_HEC,1025,Coldhead is running.,495925
I,MRI_HEC,1032,Helium compressor unit is running.,495925
I,MRI_TBC,247,"TxK2304-NIOS [Dev#<DEV_ID>] unit info: NIOS has an error regarding the logging functionality. Select ""Restart System"". If the problem persists, please contact Siemens Service.",495903
I,MRI_TBC,249,"TxK2304-NIOS [Dev#<DEV_ID>] unit info: NIOS has an error regarding the jtag uart functionality. Select ""Restart System"". If the problem persists, please contact Siemens Service.",495903
I,MRI_HEC,1029,DB25: status present.,495879
I,MRI_FRR,278,Emergency docking released.,495864
I,MRI_PFW,9113,"InjectorDS425-Injector [Dev#<DEV_ID>] warning: The component is not connected. Connect component to MR System Select ""Restart System"". If the problem persists, please contact Siemens Service.",495425
I,MRI_TBC,105,TxK2304 [Dev#<DEV_ID>] unit info: CH0_TX_QUEUE_SEQUENZER_BUSY0,492125
I,MRI_FRR,16,The scanning has finished.,489253
I,MRI_PAC,104,The following licenses are needed to run the protocol   N_TimApplication.,392871
I,DeveloperLog_DevLogService,0,"ShutdownService.RequestShutdownDelayInternal: Adding Shutdown Delay Request: requestId=PendingShutdownActivities_<GUID>, requestInfo=PendingShutdownActivities",360550
I,DeveloperLog_DevLogService,0,RequestShutdownDelaysForPendingActivities: There are no more pending activities.,360402
I,DeveloperLog_DevLogService,0,ShutdownService.CancelShutdownDelayRequest: Removed Shutdown Delay Request: requestId=PendingShutdownActivities_<GUID>,360401
I,MRI_CPA,1068,The rotary wheel on the control panel is deflected.,335183
I,DeveloperLog_DevLogService,0,Data Preparation: Perform '<GUID>' on '1.3.12.2.1107.5.2.51.<NUM_ID>.<NUM_ID>.0.0.0'.,317801
