level,source,event_id,masked_description,occurrence_count
I,MRI_CPA,1042,The display and backlight have been deactivated via the switched supply voltage.,1223247
I,MRI_MPU,104,Magnet Supervision: Pressure Heater is not active.,952875
I,MRI_MPU,70,Magnet Supervision: Pressure heater is active.,952447
I,MRI_TBC,247,"TxK2304_2Ch-NIOS [Dev#<DEV_ID>] unit info: NIOS has an error regarding the logging functionality. Select ""Restart System"". If the problem persists, please contact Siemens Service.",611828
I,MRI_TBC,249,"TxK2304_2Ch-NIOS [Dev#<DEV_ID>] unit info: NIOS has an error regarding the jtag uart functionality. Select ""Restart System"". If the problem persists, please contact Siemens Service.",611828
I,MRI_CMM,1365,Patient table is docked.,603329
I,MRI_CMM,1374,48V supply voltage for patient table is enabled.,603329
I,MRI_HEC,1017,Helium compressor bypass solenoid valve closed.,602929
I,MRI_HEC,1025,Coldhead is running.,602929
I,MRI_HEC,1031,Helium compressor unit is running in normal mode.,602929
I,MRI_HEC,1032,Helium compressor unit is running.,602929
I,MRI_HEC,1029,DB25: status present.,602714
I,MRI_PFW,9113,"InjectorDS425-Injector [Dev#<DEV_ID>] warning: The component is not connected. Connect component to MR System Select ""Restart System"". If the problem persists, please contact Siemens Service.",602714
I,MRI_TBC,105,TxK2304_2Ch [Dev#<DEV_ID>] unit info: CH0_TX_QUEUE_SEQUENZER_BUSY0,600570
I,MRI_TBC,86,TxK2304_2Ch [Dev#<DEV_ID>] unit info: CH1_TX_QUEUE_SEQUENZER_BUSY0,595042
I,MRI_TBC,1382,TxK2304_2Ch [Dev#<DEV_ID>] unit info: TBC_COSPLIDUO_MUXSTATUS_HIGH_TTX_CH0,577457
I,MRI_TBC,1384,TxK2304_2Ch [Dev#<DEV_ID>] unit info: TBC_COSPLIDUO_MUXSTATUS_HIGH_TTX_CH1,577457
I,MRI_CPA,1068,The rotary wheel on the control panel is deflected.,519739
I,MRI_FRR,278,Emergency docking released.,517407
I,MRI_FRR,16,The scanning has finished.,506636
I,MRI_PAC,104,The following licenses are needed to run the protocol   N_TimApplication.,475004
I,MRI_HEC,1023,Helium compressor Daily log has updated.,467850
I,DeveloperLog_DevLogService,0,Data Preparation: Perform '<GUID>' on '1.3.12.2.1107.5.2.50.<NUM_ID>.<NUM_ID>.0.0.0'.,351604
I,DeveloperLog_DevLogService,0,CheckIn-Completed: <GUID>|syngo.MR.PreProcessing.Service.Host.Task.Executor.ProcessingJobEnvironment,302126
I,MRI_TBC,106,TxK2304_2Ch [Dev#<DEV_ID>] unit info: CH0_TX_QUEUE_SEQUENZER_BUSY1,299929
I,MRI_TBC,87,TxK2304_2Ch [Dev#<DEV_ID>] unit info: CH1_TX_QUEUE_SEQUENZER_BUSY1,296991
I,MRI_HEC,1022,Helium compressor Weekly log has updated.,210907
I,DeveloperLog_DevLogService,0,"ACQM: Checked-In 'CheckinCompleted 1.2.410.<NUM_ID>.9.1.0.<NUM_ID>.<NUM_ID>.<NUM_ID>.<NUM_ID>.1 1.3.12.2.1107.5.2.50.<NUM_ID>.<NUM_ID>.0.0.0 1.2.840.<NUM_ID>.5.1.4.1.1.4.1 1.3.12.2.1107.5.2.50.<NUM_ID>.<NUM_ID> 1'. (-1), Objects:",204015
