level,source,event_id,masked_description,occurrence_count
I,MRI_CPA,1042,The display and backlight have been deactivated via the switched supply voltage.,712924
I,MRI_CMM,1374,48V supply voltage for patient table is enabled.,358491
I,MRI_CMM,1365,Patient table is docked.,358489
I,MRI_HEC,1017,Helium compressor bypass solenoid valve closed.,357714
I,MRI_HEC,1025,Coldhead is running.,357714
I,MRI_HEC,1031,Helium compressor unit is running in normal mode.,357714
I,MRI_HEC,1032,Helium compressor unit is running.,357714
I,MRI_TBC,247,"TxK2304-NIOS [Dev#<DEV_ID>] unit info: NIOS has an error regarding the logging functionality. Select ""Restart System"". If the problem persists, please contact Siemens Service.",357697
I,MRI_TBC,249,"TxK2304-NIOS [Dev#<DEV_ID>] unit info: NIOS has an error regarding the jtag uart functionality. Select ""Restart System"". If the problem persists, please contact Siemens Service.",357697
I,MRI_HEC,1029,DB25: status present.,357334
I,MRI_PFW,9113,"InjectorDS425-Injector [Dev#<DEV_ID>] warning: The component is not connected. Connect component to MR System Select ""Restart System"". If the problem persists, please contact Siemens Service.",357328
W,MRI_CEG,5,CAN24: CAN2 is not connected. Message is only relevant for Siemens Service.,355433
W,MRI_CEG,6,CAN24: CAN3 is not connected. Message is only relevant for Siemens Service.,355433
I,MRI_TBC,105,TxK2304 [Dev#<DEV_ID>] unit info: CH0_TX_QUEUE_SEQUENZER_BUSY0,354731
I,MRI_PAC,104,The following licenses are needed to run the protocol   N_TimApplication.,268312
I,MRI_FRR,278,Emergency docking released.,258333
I,MRI_FRR,16,The scanning has finished.,254746
I,MRI_CPA,1068,The rotary wheel on the control panel is deflected.,250852
I,MRI_HEC,1018,Helium compressor Event log has updated.,250105
I,MRI_HEC,1023,Helium compressor Daily log has updated.,250096
I,MRI_HEC,1022,Helium compressor Weekly log has updated.,250012
I,MRI_MPU,104,Magnet Supervision: Pressure Heater is not active.,216562
I,MRI_MPU,70,Magnet Supervision: Pressure heater is active.,216040
I,MRI_TBC,106,TxK2304 [Dev#<DEV_ID>] unit info: CH0_TX_QUEUE_SEQUENZER_BUSY1,180259
I,DeveloperLog_DevLogService,0,CheckIn-Completed: <GUID>|syngo.MR.PreProcessing.Service.Host.Task.Executor.ProcessingJobEnvironment,152525
W,DeveloperLog_DevLogService,0,Category with ID: MR Berechnung doesn't contain translated value to be displayed!,135602
I,DeveloperLog_DevLogService,0,"ACQM: Notify series complete '1.3.12.2.1107.5.2.53.<NUM_ID>.<NUM_ID>' to QA '<GUID>' with: ViewingOptions: SuppressDisplay: True, PrintOptions: AutoPrint: False, AutoPrintOptions: , RoutingOptions: , DistributionOptions: , PluginOptions: null. (-1), Objects:",116043
I,MRI_PTG,1011,The value of ptab_state has changed: 0 (<HEX>),113561
I,MRI_FRR,263,"XAxisPlusPossible: 0, XAxisMinusPossible: 0, argument values are boolean.",112773
S,MRI_FRR,278,Emergency docking released.,99367
S,MRI_FRR,16,The scanning has finished.,98102
W,DeveloperLog_DevLogService,0,Could not get transfer preference value 'TerminationTimeoutPostCancellation'. Using 4 seconds as fallback value.,92978
I,MRI_MSR,100,"Start prepare. (Protocol: 'AdjFre', Sequence: '%AdjustSeq%/AdjFreSeq')",89960
I,MRI_MSR,102,"Preparation OK (Protocol: 'AdjFre', Sequence: '%AdjustSeq%/AdjFreSeq')",89943
I,MRI_MSR,103,"Start measurement. (Protocol: 'AdjFre', Sequence: '%AdjustSeq%/AdjFreSeq')",89942
I,MRI_MSR,104,"Measurement finished OK. (Protocol: 'AdjFre', Sequence: '%AdjustSeq%/AdjFreSeq')",89912
I,MRI_PTG,110,Patient table information: Z-axis: start motion acknowledgment,89646
I,DeveloperLog_DevLogService,0,Data Preparation: Perform '<GUID>' on '1.3.12.2.1107.5.2.53.<NUM_ID>.<NUM_ID>.0.0.0'.,83834
I,MRI_PTG,101,Patient table information: Z-axis: target reached.,77565
I,MRI_PTG,1011,The value of ptab_state has changed: 4 (<HEX>),77297
W,MRI_FRR,2,"Scanner hardware warning: Door of the examination room is open. Close the door. If the problem persists, please contact Siemens Service.",76826
I,_unknown,0,"ACQM: Notify series complete '1.3.12.2.1107.5.2.53.<NUM_ID>.<NUM_ID>' to QA '<GUID>' with: ViewingOptions: SuppressDisplay: True, PrintOptions: AutoPrint: False, AutoPrintOptions: , RoutingOptions: , DistributionOptions: , PluginOptions: null. (-1), Objects:",76068
I,MRI_GSP,0,Load image in segment: planningRight,74564
I,MRI_GSP,0,Load image in segment: planningMiddle,72785
I,MRI_GSP,0,Load image in segment: planningLeft,69948
I,MRI_FRR,264,"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean.",65944
I,MRI_COS,21,SPICE prepare time: 6 ms,65676
I,DeveloperLog_DevLogService,0,"ACQM: Checked-In 'CheckinCompleted 1.2.276.0.37.1.42.<NUM_ID>.<NUM_ID> 1.3.12.2.1107.5.2.53.<NUM_ID>.<NUM_ID>.0.0.0 1.2.840.<NUM_ID>.5.1.4.1.1.4.1 1.3.12.2.1107.5.2.53.<NUM_ID>.<NUM_ID> 1'. (-1), Objects:",65310
I,MRI_MSR,100,"Start prepare. (Protocol: 'AdjDico', Sequence: '%AdjustSeq%/AdjDicoSeq')",62263
