level,source,event_id,masked_description,occurrence_count
I,MRI_CPA,1042,The display and backlight have been deactivated via the switched supply voltage.,1006962
I,MRI_FRR,278,Emergency docking released,504159
I,MRI_CMM,1365,Patient table is docked,503730
I,MRI_CMM,1374,48V supply voltage for patient table is enabled.,503726
I,MRI_HEC,1031,Helium compressor unit is running in normal mode.,503577
I,MRI_HEC,1029,DB25: status present.,503570
I,MRI_HEC,1032,Helium compressor unit is running.,503569
I,MRI_HEC,1025,Coldhead is running.,503568
I,MRI_HEC,1017,Helium compressor bypass solenoid valve closed.,503565
I,MRI_VLM,1418,VLM: Normal flow is present.,503560
I,MRI_TBC,247,"TxK2304-NIOS [Dev#<DEV_ID>] unit info: NIOS has an error regarding the logging functionality. Select ""Restart System"". If the problem persists, please contact Siemens Service.",503547
I,MRI_TBC,249,"TxK2304-NIOS [Dev#<DEV_ID>] unit info: NIOS has an error regarding the jtag uart functionality. Select ""Restart System"". If the problem persists, please contact Siemens Service.",503545
I,MRI_TBC,105,TxK2304 [Dev#<DEV_ID>] unit info: CH0_TX_QUEUE_SEQUENZER_BUSY0,502833
I,MRI_FRR,16,The scanning has finished.,501204
I,MRI_HEC,1023,Helium compressor Daily log has updated.,483317
I,MRI_PAC,104,The following licenses are needed to run the protocol  .,394030
W,DeveloperLog_DevLogService,0,"Child activity 'SendOperationCorrelationScope' failed with exception: System.ServiceModel.FaultException: The execution of an InstancePersistenceCommand was interrupted because the instance key '<GUID>' was not associated to an instance. This can occur because the instance or key has been cleaned up, or because the key is invalid. The key may be invalid if the message it was generated from was sent at the wrong time or contained incorrect correlation data.    at System.ServiceModel.Activities.FromReply.Execute(CodeActivityContext context)    at System.Activities.CodeActivity.InternalExecute(ActivityInstance instance, ActivityExecutor executor, BookmarkManager bookmarkManager)    at System.Activities.Runtime.ActivityExecutor.ExecuteActivityWorkItem.ExecuteBody(ActivityExecutor executor, BookmarkManager bookmarkManager, Location resultLocation)",363609
I,MRI_MPU,104,Magnet Supervision: Pressure Heater is not active.,288944
I,MRI_MPU,70,Magnet Supervision: Pressure heater is active.,288757
I,DeveloperLog_DevLogService,0,RequestShutdownDelaysForPendingActivities: There are no more pending activities.,269943
I,MRI_TBC,106,TxK2304 [Dev#<DEV_ID>] unit info: CH0_TX_QUEUE_SEQUENZER_BUSY1,256092
I,DeveloperLog_DevLogService,0,Workflow <GUID>@WorkflowScannerQaAvPrimary was notified with Series 1.3.12.2.1107.5.2.50.<NUM_ID>.<NUM_ID>.0.0.0. Prior flag: False,254649
I,MRI_HEC,1022,Helium compressor Weekly log has updated.,210642
I,MRI_PRC,5,Image Reconstruction System successfully prepared. MeasUid <NUM_ID>.,187470
I,DeveloperLog_DevLogService,0,Workflow <GUID>@WorkflowScannerQaAvPrimary was notified with Series 1.3.12.2.1107.5.2.50.<NUM_ID>.<NUM_ID>. Prior flag: False,179729
W,DeveloperLog_DevLogService,0,Inconsistent data arrived,149376
I,MRI_MSR,2009,Measurement uses RT event controller plugin (QuietRTEventController@libGradNoiseDrop).,137970
I,MRI_MSR,100,"Start prepare. (Protocol: 'AdjFre', Sequence: '%AdjustSeq%/AdjFreSeq')",133029
I,MRI_MSR,102,"Preparation OK (Protocol: 'AdjFre', Sequence: '%AdjustSeq%/AdjFreSeq')",132848
I,MRI_MSR,103,"Start measurement. (Protocol: 'AdjFre', Sequence: '%AdjustSeq%/AdjFreSeq')",132828
I,MRI_MSR,104,"Measurement finished OK. (Protocol: 'AdjFre', Sequence: '%AdjustSeq%/AdjFreSeq')",132762
I,MRI_GSP,0,Load image in segment: planningLeft,128489
I,MRI_SIM,3015,E-Shim (SHIMK2259 [Dev#<DEV_ID>]): Shim current in channel 4 was updated successfully.,101272
I,MRI_SIM,3013,E-Shim (SHIMK2259 [Dev#<DEV_ID>]): Shim current in channel 2 was updated successfully.,100123
I,MRI_FRR,263,"XAxisPlusPossible: 0, XAxisMinusPossible: 0, argument values are boolean.",100121
I,MRI_SIM,3016,E-Shim (SHIMK2259 [Dev#<DEV_ID>]): Shim current in channel 5 was updated successfully.,99394
I,MRI_SIM,3011,E-Shim (SHIMK2259 [Dev#<DEV_ID>]): Shim current in channel 1 was updated successfully.,99333
I,MRI_SIM,3014,E-Shim (SHIMK2259 [Dev#<DEV_ID>]): Shim current in channel 3 was updated successfully.,99242
I,MRI_PTG,110,Patient table information: Z-axis: start motion acknowledgment,96930
W,MRI_RSA,8,"System warning: Patient air temperature exceeds limit. Reduce temperature in examination room if possible. If the problem still persists, please contact Siemens Service.",96793
W,MRI_RSA,8,"System warning: Patient air temperature exceeds limit. Reduce temperature in examination room if possible. If the problem still persists, please contact Siemens Service. ID: syngo.MR.MRI_RSA_NlsMessageId.Resources.RSAmsg.MRI_RSA_W_8_RSA_BORE_OVERTEMP",96719
I,MRI_COS,70,Image calculation done (MeasUid=<NUM_ID>).,93716
I,MRI_CPA,1068,The rotary wheel on the control panel is deflected.,88872
I,MRI_PAC,104,The following licenses are needed to run the protocol   MRI_CV_MAIN.,88775
I,MRI_PTG,101,Patient table information: Z-axis: target reached.,84494
I,DeveloperLog_DevLogService,0,License is available.,84076
I,DeveloperLog_DevLogService,0,Did skip 1 messages. Content: License is available.,84069
I,MRI_FRR,265,"ZAxisOutPossible: 1, ZAxisInPossible: 1, argument values are boolean.",81996
I,MRI_FRR,264,"YAxisUpPossible: 0, YAxisDownPossible: 0, argument values are boolean.",81418
I,MRI_FRR,258,Patient table has stopped moving. Absolute PTAB Position: -<NUM_ID>,81256
I,MRI_FRR,257,Patient table has started moving. Absolute PTAB Position: -<NUM_ID>,81229
I,MRI_GSP,0,Load image in segment: planningMiddle,69446
I,MRI_GSP,0,Load image in segment: planningRight,69262
I,MRI_MSR,101,Valid coil select (Coil select #0: 'BC'),67925
I,MRI_MSR,101,"Valid coil select (Coil select #0: 'HE1-4,NE2')",67480
I,MRI_MSR,100,"Start prepare. (Protocol: 'AdjDico', Sequence: '%AdjustSeq%/AdjDicoSeq')",65671
I,MRI_MSR,102,"Preparation OK (Protocol: 'AdjDico', Sequence: '%AdjustSeq%/AdjDicoSeq')",64965
I,MRI_MSR,103,"Start measurement. (Protocol: 'AdjDico', Sequence: '%AdjustSeq%/AdjDicoSeq')",64915
I,MRI_MSR,104,"Measurement finished OK. (Protocol: 'AdjDico', Sequence: '%AdjustSeq%/AdjDicoSeq')",64848
I,MRI_MSR,100,"Start prepare. (Protocol: 'AdjCoilSens', Sequence: '%AdjustSeq%/AdjCoilSensSeq')",62749
I,MRI_MSR,101,Valid coil select (Coil select #1: 'BC'),62746
I,MRI_MSR,102,"Preparation OK (Protocol: 'AdjCoilSens', Sequence: '%AdjustSeq%/AdjCoilSensSeq')",62706
I,MRI_MSR,103,"Start measurement. (Protocol: 'AdjCoilSens', Sequence: '%AdjustSeq%/AdjCoilSensSeq')",62703
I,MRI_MSR,104,"Measurement finished OK. (Protocol: 'AdjCoilSens', Sequence: '%AdjustSeq%/AdjCoilSensSeq')",62560
W,DeveloperLog_DevLogService,0,"RetryScope for activity 'SendFinalizeWorkflow' failed (try 4): System.ServiceModel.FaultException: The execution of an InstancePersistenceCommand was interrupted because the instance key '<GUID>' was not associated to an instance. This can occur because the instance or key has been cleaned up, or because the key is invalid. The key may be invalid if the message it was generated from was sent at the wrong time or contained incorrect correlation data.    at System.ServiceModel.Activities.FromReply.Execute(CodeActivityContext context)    at System.Activities.CodeActivity.InternalExecute(ActivityInstance instance, ActivityExecutor executor, BookmarkManager bookmarkManager)    at System.Activities.Runtime.ActivityExecutor.ExecuteActivityWorkItem.ExecuteBody(ActivityExecutor executor, BookmarkManager bookmarkManager, Location resultLocation)",60557
W,DeveloperLog_DevLogService,0,"RetryScope for activity 'SendFinalizeWorkflow' failed (try 3): System.ServiceModel.FaultException: The execution of an InstancePersistenceCommand was interrupted because the instance key '<GUID>' was not associated to an instance. This can occur because the instance or key has been cleaned up, or because the key is invalid. The key may be invalid if the message it was generated from was sent at the wrong time or contained incorrect correlation data.    at System.ServiceModel.Activities.FromReply.Execute(CodeActivityContext context)    at System.Activities.CodeActivity.InternalExecute(ActivityInstance instance, ActivityExecutor executor, BookmarkManager bookmarkManager)    at System.Activities.Runtime.ActivityExecutor.ExecuteActivityWorkItem.ExecuteBody(ActivityExecutor executor, BookmarkManager bookmarkManager, Location resultLocation)",60553
