level,source,event_id,masked_description,occurrence_count
I,DeveloperLog_DevLogService,0,Rp 1.3.51.0.1.1.192.168.183.143.<NUM_ID>.<NUM_ID> cannot be cancelled because some Workflows of the Rp are not in state SCHEDULED or READY,7008554
I,DeveloperLog_DevLogService,0,Workflow States are: COMPLETED,6928715
I,_unknown,0,Rp 1.3.51.0.1.1.192.168.183.143.<NUM_ID>.<NUM_ID> cannot be cancelled because some Workflows of the Rp are not in state SCHEDULED or READY,1054603
I,_unknown,0,Workflow States are: COMPLETED,1040283
W,MRI_GIM,74,"GIMLI warning (RFCELK2364_COM-GILGALAD [Dev#<DEV_ID>]): The sequence counter didn't jump back to minus 400 microseconds at the begin of the sequence in FPGA to Gimli direction. Select ""Restart System"". If the problem persists, please contact Siemens Service.",577280
W,MRI_GIM,79,"GIMLI warning (RFCELK2364_COM-GILGALAD [Dev#<DEV_ID>]): The sequence counter didn't jump back to minus 400 microseconds at the begin of the sequence in Gimli to FPGA direction. Select ""Restart System"". If the problem persists, please contact Siemens Service.",536135
I,MRI_MPU,3023,Magnet Supervision: Solenoid valve returned to automatic control mode,460111
I,MRI_TBC,247,"TxK2304-NIOS [Dev#<DEV_ID>] unit info: NIOS has an error regarding the logging functionality. Select ""Restart System"". If the problem persists, please contact Siemens Service.",460109
I,MRI_TBC,249,"TxK2304-NIOS [Dev#<DEV_ID>] unit info: NIOS has an error regarding the jtag uart functionality. Select ""Restart System"". If the problem persists, please contact Siemens Service.",460109
I,MRI_MPU,3020,Magnet Supervision: Solenoid valve opened,460046
I,MRI_CPA,1042,The display and backlight have been deactivated via the switched supply voltage.,459048
I,MRI_TBC,105,TxK2304 [Dev#<DEV_ID>] unit info: CH0_TX_QUEUE_SEQUENZER_BUSY0,457368
I,MRI_CMM,1365,Patient table is docked,454387
I,MRI_CMM,1374,48V supply voltage for patient table is enabled.,454387
I,MRI_VLM,1418,VLM: Normal flow is present.,453222
I,MRI_HEC,1029,DB25: status present.,453221
I,MRI_HEC,1031,Helium compressor unit is running in normal mode.,453221
I,MRI_HEC,1017,Helium compressor bypass solenoid valve closed.,453158
I,MRI_HEC,1025,Coldhead is running.,453156
I,MRI_HEC,1032,Helium compressor unit is running.,453156
I,MRI_PFW,262,"InjectorDS425-Injector [Dev#<DEV_ID>] warning: The component is not connected. Connect component to MR System Select ""Restart System"". If the problem persists, please contact Siemens Service.",452624
W,MRI_GIM,79,"GIMLI warning (RxK2304_64Ch_32ChMode_1-Gilgalad [Dev#<DEV_ID>]): The sequence counter didn't jump back to minus 400 microseconds at the begin of the sequence in Gimli to FPGA direction. Select ""Restart System"". If the problem persists, please contact Siemens Service.",413851
W,MRI_GIM,79,"GIMLI warning (TxK2304-GIMLI [Dev#<DEV_ID>]): The sequence counter didn't jump back to minus 400 microseconds at the begin of the sequence in Gimli to FPGA direction. Select ""Restart System"". If the problem persists, please contact Siemens Service.",413850
W,MRI_GIM,79,"GIMLI warning (GPAK2368-PCIeCore [Dev#<DEV_ID>]): The sequence counter didn't jump back to minus 400 microseconds at the begin of the sequence in Gimli to FPGA direction. Select ""Restart System"". If the problem persists, please contact Siemens Service.",413837
I,MRI_GIM,82,"GIMLI Information (RFCELK2364_COM-GILGALAD [Dev#<DEV_ID>]): The Sequence Count Watchdog Alarm has occurred in Gimli to FPGA direction. GIMLI Cirdan Information Select ""Restart System"". If the problem persists, please contact Siemens Service.",413680
I,MRI_GIM,77,"GIMLI Information (RFCELK2364_COM-GILGALAD [Dev#<DEV_ID>]): The Sequence Count Watchdog Alarm has occurred in FPGA to Gimli direction. GIMLI Cirdan Information Select ""Restart System"". If the problem persists, please contact Siemens Service.",413668
I,MRI_GIM,82,"GIMLI Information (GPAK2368-PCIeCore [Dev#<DEV_ID>]): The Sequence Count Watchdog Alarm has occurred in Gimli to FPGA direction. GIMLI Cirdan Information Select ""Restart System"". If the problem persists, please contact Siemens Service.",413055
I,MRI_GIM,82,"GIMLI Information (RxK2304_64Ch_32ChMode_1-Gilgalad [Dev#<DEV_ID>]): The Sequence Count Watchdog Alarm has occurred in Gimli to FPGA direction. GIMLI Cirdan Information Select ""Restart System"". If the problem persists, please contact Siemens Service.",412997
I,MRI_GIM,82,"GIMLI Information (TxK2304-GIMLI [Dev#<DEV_ID>]): The Sequence Count Watchdog Alarm has occurred in Gimli to FPGA direction. GIMLI Cirdan Information Select ""Restart System"". If the problem persists, please contact Siemens Service.",412996
I,MRI_MPU,104,Magnet Supervision: Pressure Heater is not active.,406623
I,MRI_MPU,70,Magnet Supervision: Pressure heater is active.,405431
I,MRI_FRR,278,Emergency docking released.,402931
I,MRI_FRR,16,The scanning has finished.,396695
I,DeveloperLog_DevLogService,0,"ACQM: Notify series complete '1.3.12.2.1107.5.2.53.<NUM_ID>.<NUM_ID>' to QA '<GUID>' with: ViewingOptions: SuppressDisplay: True, PrintOptions: AutoPrint: False, AutoPrintOptions: , RoutingOptions:UseDefaultArchive: True, DefaultDestinationNodes: PACS, PluginOptions: [DatabaseStatus, Integrable]. (-1), Objects:",377899
I,MRI_PAC,104,The following licenses are needed to run the protocol  .,359276
I,DeveloperLog_DevLogService,0,CheckIn-Completed: <GUID>|syngo.MR.PreProcessing.Service.Host.Task.Executor.ProcessingJobEnvironment,238747
I,MRI_CPA,1068,The rotary wheel on the control panel is deflected.,210299
I,DeveloperLog_DevLogService,0,ExamPatientRegistration_OnExamDataChanged received,198178
I,MRI_TBC,106,TxK2304 [Dev#<DEV_ID>] unit info: CH0_TX_QUEUE_SEQUENZER_BUSY1,182164
I,MRI_COS,21,SPICE prepare time: 7 ms,174852
I,DeveloperLog_DevLogService,0,Data Preparation: Perform '<GUID>' on '1.3.12.2.1107.5.2.53.<NUM_ID>.<NUM_ID>.0.0.0'.,174746
W,DeveloperLog_DevLogService,0,CheckAndLogProcedureStepAttributes(): string.IsNullOrEmpty(patientPosition),173658
I,MRI_FRR,263,"XAxisPlusPossible: 0, XAxisMinusPossible: 0, argument values are boolean.",155464
I,DeveloperLog_DevLogService,0,"ACQM: Checked-In 'CheckinCompleted 1.3.51.0.1.1.192.168.183.143.<NUM_ID>.<NUM_ID> 1.3.12.2.1107.5.2.53.<NUM_ID>.<NUM_ID>.0.0.0 1.2.840.<NUM_ID>.5.1.4.1.1.4.1 1.3.12.2.1107.5.2.53.<NUM_ID>.<NUM_ID> 1'. (-1), Objects:",149580
I,MRI_MSR,100,"Start prepare. (Protocol: 'AdjFre', Sequence: '%AdjustSeq%/AdjFreSeq')",138642
I,MRI_MSR,102,"Preparation OK (Protocol: 'AdjFre', Sequence: '%AdjustSeq%/AdjFreSeq')",138583
I,MRI_MSR,103,"Start measurement. (Protocol: 'AdjFre', Sequence: '%AdjustSeq%/AdjFreSeq')",138570
I,MRI_MSR,104,"Measurement finished OK. (Protocol: 'AdjFre', Sequence: '%AdjustSeq%/AdjFreSeq')",138517
I,MRI_GSP,0,Load image in segment: planningLeft,125737
I,DeveloperLog_DevLogService,0,"ACQM: Notify series created '1.3.12.2.1107.5.2.53.<NUM_ID>.<NUM_ID>.0.0.0' to QA '<GUID>' with: ViewingOptions: SuppressDisplay: False, PrintOptions: AutoPrint: False, AutoPrintOptions: , RoutingOptions:UseDefaultArchive: True, DefaultDestinationNodes: PACS, PluginOptions: [DatabaseStatus, Integrable]. (-1), Objects:",117265
W,DeveloperLog_DevLogService,0,CheckAndLogProcedureStepAttributes(): defaultBodyPart == null,113381
I,DeveloperLog_DevLogService,0,"ACQM: Notify series complete '1.3.12.2.1107.5.2.53.<NUM_ID>.<NUM_ID>.0.0.0' to QA '<GUID>' with: ViewingOptions: SuppressDisplay: False, PrintOptions: AutoPrint: False, AutoPrintOptions: , RoutingOptions:UseDefaultArchive: True, DefaultDestinationNodes: PACS, PluginOptions: [DatabaseStatus, Integrable]. (-1), Objects:",111300
I,MRI_MSR,101,Valid coil select (Coil select #0: '18K'),110740
I,MRI_PTG,110,Patient table information: Z-axis: start motion acknowledgment,108748
I,DeveloperLog_DevLogService,0,"Updating MPPS for 1.3.12.2.1107.5.2.53.<NUM_ID>.<NUM_ID> (0/Notice), Objects:",105471
I,MRI_MSR,2009,Measurement uses RT event controller plugin (QuietRTEventController@libGradNoiseDrop).,105092
I,MRI_COS,20,IRIS prepare time: 17 ms,103404
I,DeveloperLog_DevLogService,0,CheckAndLogBodyParts(): BodyParts data:,99646
I,DeveloperLog_DevLogService,0,"ACQM: Checked-In 'CheckinCompleted 1.3.51.0.1.1.192.168.183.143.<NUM_ID>.<NUM_ID> 1.3.12.2.1107.5.2.53.<NUM_ID>.<NUM_ID> 1.2.840.<NUM_ID>.5.1.4.1.1.88.22 1.3.12.2.1107.5.2.53.<NUM_ID>.<NUM_ID> 1'. (-1), Objects:",99108
I,MRI_PTG,101,Patient table information: Z-axis: target reached.,94577
I,MRI_FRR,264,"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean.",83422
I,MRI_COS,21,SPICE prepare time: 8 ms,79690
I,MRI_MSR,100,"Start prepare. (Protocol: 'AdjDico', Sequence: '%AdjustSeq%/AdjDicoSeq')",75496
I,MRI_MSR,102,"Preparation OK (Protocol: 'AdjDico', Sequence: '%AdjustSeq%/AdjDicoSeq')",74149
I,MRI_MSR,103,"Start measurement. (Protocol: 'AdjDico', Sequence: '%AdjustSeq%/AdjDicoSeq')",74118
I,MRI_MSR,104,"Measurement finished OK. (Protocol: 'AdjDico', Sequence: '%AdjustSeq%/AdjDicoSeq')",73768
W,DeveloperLog_DevLogService,0,Could not get transfer preference value 'TerminationTimeoutPostCancellation'. Using 4 seconds as fallback value.,73339
I,DeveloperLog_DevLogService,0,Workflow States are: CANCELLED,73255
I,MRI_FRR,265,"ZAxisOutPossible: 1, ZAxisInPossible: 1, argument values are boolean.",71689
I,MRI_FRR,264,"YAxisUpPossible: 0, YAxisDownPossible: 0, argument values are boolean.",70602
I,MRI_MSR,101,"Valid coil select (Coil select #0: 'FA,TO')",70355
I,MRI_FRR,258,Patient table has stopped moving. Absolute PTAB Position: -<NUM_ID>,69775
I,MRI_FRR,257,Patient table has started moving. Absolute PTAB Position: -<NUM_ID>,69752
I,MRI_PTG,226,Patient table information: Y-axis: not in motion Y. Y-Position is: <NUM_ID>,63895
I,MRI_PTG,213,Patient table information: Y-axis: in motion Y. Y-Position is: <NUM_ID>,62260
S,MRI_FRR,278,Emergency docking released.,61226
S,MRI_FRR,16,The scanning has finished.,60219
I,MRI_GSP,0,Load image in segment: planningMiddle,59402
I,_unknown,0,"ACQM: Notify series complete '1.3.12.2.1107.5.2.53.<NUM_ID>.<NUM_ID>' to QA '<GUID>' with: ViewingOptions: SuppressDisplay: True, PrintOptions: AutoPrint: False, AutoPrintOptions: , RoutingOptions:UseDefaultArchive: True, DefaultDestinationNodes: PACS, PluginOptions: [DatabaseStatus, Integrable]. (-1), Objects:",58072
I,ExportImportFramework,0,The process syngo.ConfigConvert.exe has finished and the exitCode was 0.,55447
I,MRI_MSR,101,Valid coil select (Coil select #1: 'BC'),55339
I,MRI_COS,20,IRIS prepare time: 16 ms,53960
I,MRI_FRR,265,"ZAxisOutPossible: 0, ZAxisInPossible: 1, argument values are boolean.",53941
