level,source,event_id,masked_description,occurrence_count
I,MRI_CPA,1042,The display and backlight have been deactivated via the switched supply voltage.,370130
I,MRI_CMM,1365,Patient table is docked.,185515
I,MRI_CMM,1374,48V supply voltage for patient table is enabled.,185515
I,MRI_HEC,1017,Helium compressor bypass solenoid valve closed.,185371
I,MRI_HEC,1025,Coldhead is running.,185371
I,MRI_HEC,1032,Helium compressor unit is running.,185371
I,MRI_HEC,1031,Helium compressor unit is running in normal mode.,185366
I,MRI_HEC,1029,DB25: status present.,185365
I,MRI_TBC,247,"TxK2304-NIOS [Dev#<DEV_ID>] unit info: NIOS has an error regarding the logging functionality. Select ""Restart System"". If the problem persists, please contact Siemens Service.",185363
I,MRI_TBC,249,"TxK2304-NIOS [Dev#<DEV_ID>] unit info: NIOS has an error regarding the jtag uart functionality. Select ""Restart System"". If the problem persists, please contact Siemens Service.",185362
I,MRI_FRR,278,Emergency docking released.,185328
I,MRI_PFW,9113,"InjectorDS425-Injector [Dev#<DEV_ID>] warning: The component is not connected. Connect component to MR System Select ""Restart System"". If the problem persists, please contact Siemens Service.",185288
I,MRI_GIM,82,"GIMLI Information (RxK2304_64Ch_1-Gilgalad [Dev#<DEV_ID>]): The Sequence Count Watchdog Alarm has occurred in Gimli to FPGA direction. GIMLI Cirdan Information Select ""Restart System"". If the problem persists, please contact Siemens Service.",184976
I,MRI_GIM,82,"GIMLI Information (TxK2304-GIMLI [Dev#<DEV_ID>]): The Sequence Count Watchdog Alarm has occurred in Gimli to FPGA direction. GIMLI Cirdan Information Select ""Restart System"". If the problem persists, please contact Siemens Service.",184976
I,MRI_GIM,82,"GIMLI Information (GPAK2309-PCIeCore [Dev#<DEV_ID>]): The Sequence Count Watchdog Alarm has occurred in Gimli to FPGA direction. GIMLI Cirdan Information Select ""Restart System"". If the problem persists, please contact Siemens Service.",184974
W,MRI_GIM,79,GIMLI warning (GPAK2309-PCIeCore [Dev#<DEV_ID>]): The sequence counter didn't jump back to minus 400 microseconds at the begin of the sequence in Gimli to FPGA direction. This message is only relevant for developers and can be ignored by service technicians.,184798
W,MRI_GIM,79,GIMLI warning (RxK2304_64Ch_1-Gilgalad [Dev#<DEV_ID>]): The sequence counter didn't jump back to minus 400 microseconds at the begin of the sequence in Gimli to FPGA direction. This message is only relevant for developers and can be ignored by service technicians.,184785
W,MRI_GIM,79,GIMLI warning (TxK2304-GIMLI [Dev#<DEV_ID>]): The sequence counter didn't jump back to minus 400 microseconds at the begin of the sequence in Gimli to FPGA direction. This message is only relevant for developers and can be ignored by service technicians.,184785
I,MRI_TBC,105,TxK2304 [Dev#<DEV_ID>] unit info: CH0_TX_QUEUE_SEQUENZER_BUSY0,184258
I,MRI_FRR,16,The scanning has finished.,183851
I,DeveloperLog_DevLogService,0,SyngoVirtualCockpit Event:UiUnlocked,155720
I,MRI_HEC,1023,Helium compressor Daily log has updated.,141882
I,DeveloperLog_DevLogService,0,CheckIn-Completed: <GUID>|syngo.MR.PreProcessing.Service.Host.Task.Executor.ProcessingJobEnvironment,140798
I,MRI_PAC,104,The following licenses are needed to run the protocol   N_TimApplication.,137936
I,MRI_CPA,1068,The rotary wheel on the control panel is deflected.,129242
I,DeveloperLog_DevLogService,0,RequestShutdownDelaysForPendingActivities: There are no more pending activities.,117232
I,DeveloperLog_DevLogService,0,ShutdownService.CancelShutdownDelayRequest: Removed Shutdown Delay Request: requestId=PendingShutdownActivities_<GUID>,117232
