level,source,event_id,masked_description,occurrence_count
I,MRI_MPU,104,Magnet Supervision: Pressure Heater is not active.,1541118
I,MRI_MPU,70,Magnet Supervision: Pressure heater is active.,1540766
W,DeveloperLog_DevLogService,0,Could not get transfer preference value 'TerminationTimeoutPostCancellation'. Using 4 seconds as fallback value.,514399
W,_unknown,0,Could not get transfer preference value 'TerminationTimeoutPostCancellation'. Using 4 seconds as fallback value.,285696
I,MRI_CPA,1042,The display and backlight have been deactivated via the switched supply voltage.,135606
I,DeveloperLog_DevLogService,0,Rp 1.2.840.<NUM_ID>.4.<NUM_ID>.<NUM_ID>.<NUM_ID>.<NUM_ID> cannot be cancelled because some Workflows of the Rp are not in state SCHEDULED or READY,125955
I,DeveloperLog_DevLogService,0,Workflow States are: COMPLETED,121723
I,_unknown,0,Rp 1.2.840.<NUM_ID>.4.<NUM_ID>.<NUM_ID>.<NUM_ID>.<NUM_ID> cannot be cancelled because some Workflows of the Rp are not in state SCHEDULED or READY,107948
I,_unknown,0,Workflow States are: COMPLETED,103534
I,MRI_CPA,1068,The rotary wheel on the control panel is deflected.,82850
I,MRI_FRR,910,"Current coil temperatures (degree C): OVCavg: 22.28, OVC1: 22.55, OVC2: 22.50, OVC3: 22.55, OVC4: 22.15, OVC5: 22.05, OVC6: 22.00, OVC7: 21.80, OVC8: 22.65",68829
I,MRI_CMM,1374,48V supply voltage for patient table is enabled.,68714
I,MRI_HEC,1031,Helium compressor unit is running in normal mode.,68381
I,MRI_HEC,1017,Helium compressor bypass solenoid valve closed.,68375
I,MRI_HEC,1025,Coldhead is running.,68375
I,MRI_HEC,1032,Helium compressor unit is running.,68375
I,MRI_TBC,247,"TxK2304-NIOS [Dev#<DEV_ID>] unit info: NIOS has an error regarding the logging functionality. Select ""Restart System"". If the problem persists, please contact Siemens Service.",68349
I,MRI_TBC,249,"TxK2304-NIOS [Dev#<DEV_ID>] unit info: NIOS has an error regarding the jtag uart functionality. Select ""Restart System"". If the problem persists, please contact Siemens Service.",68349
I,MRI_HEC,1029,DB25: status present.,68328
I,MRI_TBC,105,TxK2304 [Dev#<DEV_ID>] unit info: CH0_TX_QUEUE_SEQUENZER_BUSY0,67107
I,MRI_HEC,1023,Helium compressor Daily log has updated.,59943
I,MRI_CMM,1365,Patient table is docked.,57322
I,MRI_PFW,9113,"InjectorDS425-Injector [Dev#<DEV_ID>] warning: The component is not connected. Connect component to MR System Select ""Restart System"". If the problem persists, please contact Siemens Service.",56894
I,MRI_PAC,104,The following licenses are needed to run the protocol   N_TimApplication.,48828
I,MRI_FRR,278,Emergency docking released.,46944
I,MRI_FRR,16,The scanning has finished.,45613
I,MRI_HEC,1022,Helium compressor Weekly log has updated.,42934
I,MRI_TBC,106,TxK2304 [Dev#<DEV_ID>] unit info: CH0_TX_QUEUE_SEQUENZER_BUSY1,31358
I,SampleFile,0,Sampled File - Type: Process-<NUM_ID>-<NUM_ID>-<NUM_ID>.xml,29681
I,DeveloperLog_DevLogService,0,CheckIn-Completed: <GUID>|syngo.MR.PreProcessing.Service.Host.Task.Executor.ProcessingJobEnvironment,28359
I,SampleFile,0,Sampled File - Type: FileCollectionInformation_2<NUM_ID>.log,27349
I,SampleFile,0,Sampled File - Type: FileTransferInformation_2<NUM_ID>.log,27339
I,DeveloperLog_DevLogService,0,Data Preparation: Perform '<GUID>' on '1.3.12.2.1107.5.2.53.<NUM_ID>.<NUM_ID>.0.0.0'.,25420
I,MRI_PTG,110,Patient table information: Z-axis: start motion acknowledgment,24155
I,MRI_FRR,263,"XAxisPlusPossible: 0, XAxisMinusPossible: 0, argument values are boolean.",22730
S,MRI_FRR,278,Emergency docking released.,21643
I,MRI_HEC,1018,Helium compressor Event log has updated.,21234
S,MRI_FRR,16,The scanning has finished.,20953
E,MRI_PFW,8199,PerCon Error: communication error between host and MARS,20489
I,MRI_FRR,910,"Current coil temperatures (degree C): OVCavg: 22.29, OVC1: 22.55, OVC2: 22.50, OVC3: 22.55, OVC4: 22.15, OVC5: 22.05, OVC6: 22.05, OVC7: 21.80, OVC8: 22.65",20358
I,MRI_GSP,0,Load image in segment: planningLeft,18209
E,TransferMgr,17,"<Event type=""ProtocolEvent"" name =""TransferMgr""><Description>FTP CONNECT error. Ftp server: ""SRSACC1"" FtpUserName: ""rdiagftp"".</Description></Event>",17219
