level,source,event_id,masked_description,occurrence_count
I,MRI_MPU,104,Magnet Supervision: Pressure Heater is not active.,239678
I,MRI_MPU,70,Magnet Supervision: Pressure heater is active.,238406
E,DeveloperError_DevLogService,0,Parameter number mismatch occured!,110261
I,MRI_DVS,1098,dVStarK2268 Info: CANbus {0} reached Error Active level. No parameters are given! Note that the message has been modified due to an error!,95028
I,DeveloperLog_DevLogService,0,Data Preparation: Perform '<GUID>' on '1.3.12.2.1107.5.2.61.<NUM_ID>.<NUM_ID>.0.0.0'.,93488
I,MRI_DVS,1098,dVStarK2268 Info: CANbus  reached Error Active level.,86645
I,ExportImportFramework,0,The process syngo.ConfigConvert.exe has finished and the exitCode was 0.,49151
I,MRI_FRR,263,"XAxisPlusPossible: 0, XAxisMinusPossible: 0, argument values are boolean.",45378
I,MRI_FRR,264,"YAxisUpPossible: 0, YAxisDownPossible: 0, argument values are boolean.",45378
I,ExportImportFramework,0,The path to the directory where configuration XML files are located: C:\Program Files\Siemens\Numaris\bin\Services\OPM\Configuration\ExportImport\Transfers,31313
I,ExportImportFramework,0,file:///C:/Program Files/Siemens/Numaris/bin/syngo.Services.OPM.Configuration.ExportImport.exe has been executed and the exitCode is: 0,31308
I,MRI_FRR,266,"XAxisPlusLocked: 1,  XAxisMinusLocked: 1, argument values are boolean.",30485
I,MRI_FRR,267,"YAxisUpLocked: 1, YAxisDownLocked: 1, argument values are boolean.",30484
I,MRI_FRR,268,"ZAxisOutLocked: 0, ZAxisInLocked: 0, argument values are boolean.",30461
I,_unknown,0,Data Preparation: Perform '<GUID>' on '1.3.12.2.1107.5.2.61.<NUM_ID>.<NUM_ID>.0.0.0'.,28721
I,MRI_RFP,2010,RF Power Amplifier: power down.,26481
E,_unknown,0,Parameter number mismatch occured!,26469
I,MRI_RFP,2017,RF Power Amplifier: RFPA Guarding on.,25875
I,MRI_FRR,265,"ZAxisOutPossible: 0, ZAxisInPossible: 1, argument values are boolean.",25191
I,DeveloperLog_DevLogService,0,Smart ImageText feature is: Enabled,24636
I,MRI_FRR,278,Emergency docking released.,22921
W,MRI_CMM,1323,RFCELK2258_COM-COM [Dev#<DEV_ID>] reports warning: The supervision of U8 of the frontplane has been activated.,21278
I,MRI_PAC,104,The following licenses are needed to run the protocol   N_TimApplication.,21151
W,MRI_DVS,1099,dVStarK2268 Warning: CANbus {0} reached Error Passive level. No parameters are given! Note that the message has been modified due to an error!,19498
I,MRI_FRR,16,The scanning has finished.,18173
W,MRI_DVS,1099,dVStarK2268 Warning: CANbus  reached Error Passive level.,17533
W,DeveloperLog_DevLogService,0,"LM triggers full loading of all documents. This is caused by missing dicom tag(s) : (0018,9082) : (0021,0089)",14290
I,DeveloperLog_DevLogService,0,Reporting 0 context items to host for RetroRecon_CFUID_2<NUM_ID>.,14276
I,DeveloperLog_DevLogService,0,CheckIn-Completed: <GUID>|syngo.MR.PreProcessing.Service.Host.Task.Executor.ProcessingJobEnvironment,12992
I,MRI_FRR,265,"ZAxisOutPossible: 1, ZAxisInPossible: 1, argument values are boolean.",12634
E,TransferMgr,17,"<Event type=""ProtocolEvent"" name =""TransferMgr""><Description>FTP CONNECT error. Ftp server: ""SAP09505"" FtpUserName: ""rdiagftp"".</Description></Event>",12518
I,DeveloperLog_DevLogService,0,Convert shortcut from resx don't pass: Requested value 'ST' was not found.,12413
W,DeveloperLog_DevLogService,0,Could not get transfer preference value 'TerminationTimeoutPostCancellation'. Using 4 seconds as fallback value.,11751
I,MRI_PFW,9001,GPAK2298 [Dev#<DEV_ID>] info: Emergency (EMCY - 1) has been received,11677
W,DeveloperLog_DevLogService,0,NavigatorAccess not available,11664
S,MRI_FRR,263,"XAxisPlusPossible: 0, XAxisMinusPossible: 0, argument values are boolean.",11473
S,MRI_FRR,264,"YAxisUpPossible: 0, YAxisDownPossible: 0, argument values are boolean.",11473
I,MRI_SEP,200,Cooling System: Insufficient flow to the Cabinet Building Block. The pump status is 1. Please contact Siemens Service.,10325
W,MRI_SEP,3,Cooling System: Insufficient flow in the Cabinet Building Block. Please contact Siemens Service.,10270
W,MRI_SEP,3,Cooling System: Insufficient flow in the Cabinet Building Block. Please contact Siemens Service. ID: syngo.MR.MRI_SEP_NlsMessageId.Resources.SEPmsg.MRI_SEP_W_3_SEP_FLOWCBB_STATUS,9665
