level,source,event_id,masked_description,occurrence_count
I,MRI_MPU,104,Magnet Supervision: Pressure Heater is not active.,56928
I,MRI_MPU,70,Magnet Supervision: Pressure heater is active.,56267
I,ExportImportFramework,0,The process syngo.ConfigConvert.exe has finished and the exitCode was 0.,30201
I,MRI_CPA,1042,The display and backlight have been deactivated via the switched supply voltage.,21026
I,ExportImportFramework,0,file:///C:/Program Files/Siemens/Numaris/bin/syngo.Services.OPM.Configuration.ExportImport.exe has been executed and the exitCode is: 0,19905
I,ExportImportFramework,0,The path to the directory where configuration XML files are located: C:\Program Files\Siemens\Numaris\bin\Services\OPM\Configuration\ExportImport\Transfers,19897
I,MRI_CMM,1365,Patient table is docked.,12392
I,MRI_CMM,1374,48V supply voltage for patient table is enabled.,12392
I,MRI_HEC,1017,Helium compressor bypass solenoid valve closed.,11780
I,MRI_HEC,1025,Coldhead is running.,11780
I,MRI_HEC,1032,Helium compressor unit is running.,11780
I,MRI_HEC,1031,Helium compressor unit is running in normal mode.,11779
I,MRI_TBC,247,"TxK2304_2Ch-NIOS [Dev#<DEV_ID>] unit info: NIOS has an error regarding the logging functionality. Select ""Restart System"". If the problem persists, please contact Siemens Service.",11775
I,MRI_TBC,249,"TxK2304_2Ch-NIOS [Dev#<DEV_ID>] unit info: NIOS has an error regarding the jtag uart functionality. Select ""Restart System"". If the problem persists, please contact Siemens Service.",11775
I,MRI_HEC,1029,DB25: status present.,11668
I,MRI_PFW,9113,"InjectorDS425-Injector [Dev#<DEV_ID>] warning: The component is not connected. Connect component to MR System Select ""Restart System"". If the problem persists, please contact Siemens Service.",11455
I,MRI_TBC,1382,TxK2304_2Ch [Dev#<DEV_ID>] unit info: TBC_COSPLIDUO_MUXSTATUS_HIGH_TTX_CH0,11434
I,MRI_TBC,1384,TxK2304_2Ch [Dev#<DEV_ID>] unit info: TBC_COSPLIDUO_MUXSTATUS_HIGH_TTX_CH1,11434
I,MRI_TBC,105,TxK2304_2Ch [Dev#<DEV_ID>] unit info: CH0_TX_QUEUE_SEQUENZER_BUSY0,9532
I,MRI_TBC,86,TxK2304_2Ch [Dev#<DEV_ID>] unit info: CH1_TX_QUEUE_SEQUENZER_BUSY0,9520
I,MRI_FRR,278,Emergency docking released.,9120
I,MRI_PAC,104,The following licenses are needed to run the protocol   N_TimApplication.,8473
I,MRI_MPU,3023,Magnet Supervision: Solenoid valve returned to automatic control mode,7540
I,MRI_MPU,3020,Magnet Supervision: Solenoid valve opened,7539
I,MRI_FRR,16,The scanning has finished.,6723
I,MRI_GIM,82,"GIMLI Information (GPAK2368-PCIeCore [Dev#<DEV_ID>]): The Sequence Count Watchdog Alarm has occurred in Gimli to FPGA direction. GIMLI Cirdan Information Select ""Restart System"". If the problem persists, please contact Siemens Service.",6492
I,MRI_GIM,82,"GIMLI Information (RxK2304_64Ch_1-Gilgalad [Dev#<DEV_ID>]): The Sequence Count Watchdog Alarm has occurred in Gimli to FPGA direction. GIMLI Cirdan Information Select ""Restart System"". If the problem persists, please contact Siemens Service.",6492
I,MRI_GIM,82,"GIMLI Information (TxK2304_2Ch-GIMLI [Dev#<DEV_ID>]): The Sequence Count Watchdog Alarm has occurred in Gimli to FPGA direction. GIMLI Cirdan Information Select ""Restart System"". If the problem persists, please contact Siemens Service.",6492
I,DeveloperLog_DevLogService,0,Smart ImageText feature is: Enabled,6116
W,MRI_GIM,79,GIMLI warning (GPAK2368-PCIeCore [Dev#<DEV_ID>]): The sequence counter didn't jump back to minus 400 microseconds at the begin of the sequence in Gimli to FPGA direction. This message is only relevant for developers and can be ignored by service technicians.,5774
W,MRI_GIM,79,GIMLI warning (TxK2304_2Ch-GIMLI [Dev#<DEV_ID>]): The sequence counter didn't jump back to minus 400 microseconds at the begin of the sequence in Gimli to FPGA direction. This message is only relevant for developers and can be ignored by service technicians.,5748
