level,source,event_id,masked_description,occurrence_count
I,MRI_CPA,1042,The display and backlight have been deactivated via the switched supply voltage.,126315
I,MRI_PRC,5,Image Reconstruction System successfully prepared. MeasUid <NUM_ID>.,79603
I,MRI_CMM,1365,Patient table is docked,63107
I,MRI_CMM,1374,48V supply voltage for patient table is enabled.,63107
I,MRI_HEC,1017,Helium compressor bypass solenoid valve closed.,63106
I,MRI_VLM,1418,VLM: Normal flow is present.,63106
I,MRI_HEC,1025,Coldhead is running.,63105
I,MRI_HEC,1029,DB25: status present.,63105
I,MRI_HEC,1031,Helium compressor unit is running in normal mode.,63105
I,MRI_HEC,1032,Helium compressor unit is running.,63105
W,MRI_SEP,14,Cooling System: Return pressure in the secondary water circuit low. Please contact Siemens Service.,63104
I,MRI_FRR,278,Emergency docking released,63098
I,MRI_TBC,247,"TxK2304-NIOS [Dev#<DEV_ID>] unit info: NIOS has an error regarding the logging functionality. Select ""Restart System"". If the problem persists, please contact Siemens Service.",63098
I,MRI_TBC,249,"TxK2304-NIOS [Dev#<DEV_ID>] unit info: NIOS has an error regarding the jtag uart functionality. Select ""Restart System"". If the problem persists, please contact Siemens Service.",63098
W,MRI_SEP,14,Cooling System: Return pressure in the secondary water circuit low. Please contact Siemens Service. ID: syngo.MR.MRI_SEP_NlsMessageId.Resources.SEPmsg.MRI_SEP_W_14_SEP_RETURNPRESSURELOWWARNING_STATUS,63070
I,MRI_TBC,105,TxK2304 [Dev#<DEV_ID>] unit info: CH0_TX_QUEUE_SEQUENZER_BUSY0,63046
I,MRI_FRR,16,The scanning has finished.,62831
I,MRI_HEC,1023,Helium compressor Daily log has updated.,62408
W,MRI_SEP,15,Cooling System: Inverter overrun. Please contact Siemens Service.,61635
W,MRI_SEP,15,Cooling System: Inverter overrun. Please contact Siemens Service. ID: syngo.MR.MRI_SEP_NlsMessageId.Resources.SEPmsg.MRI_SEP_W_15_SEP_INVERTCONTROLHIGHWARNING_STATUS,61603
I,MRI_PAC,104,The following licenses are needed to run the protocol  .,48205
I,MRI_HEC,1022,Helium compressor Weekly log has updated.,43808
I,MRI_COS,70,Image calculation done (MeasUid=<NUM_ID>).,39786
I,DeveloperLog_DevLogService,0,RequestShutdownDelaysForPendingActivities: There are no more pending activities.,36145
I,MRI_MPU,104,Magnet Supervision: Pressure Heater is not active.,35068
I,MRI_MPU,70,Magnet Supervision: Pressure heater is active.,35066
I,DeveloperLog_DevLogService,0,Workflow <GUID>@WorkflowScannerQaAvPrimary was notified with Series 1.3.12.2.1107.5.2.52.<NUM_ID>.<NUM_ID>.0.0.0. Prior flag: False,32247
I,MRI_TBC,106,TxK2304 [Dev#<DEV_ID>] unit info: CH0_TX_QUEUE_SEQUENZER_BUSY1,31519
I,MRI_CPA,1068,The rotary wheel on the control panel is deflected.,25056
I,MRI_FRR,263,"XAxisPlusPossible: 0, XAxisMinusPossible: 0, argument values are boolean.",21015
I,DeveloperLog_DevLogService,0,Workflow <GUID>@WorkflowScannerQaAvPrimary was notified with Series 1.3.12.2.1107.5.2.52.<NUM_ID>.<NUM_ID>. Prior flag: False,19871
W,DeveloperLog_DevLogService,0,"Child activity 'SendOperationCorrelationScope' failed with exception: System.ServiceModel.FaultException: The execution of an InstancePersistenceCommand was interrupted because the instance key '<GUID>' was not associated to an instance. This can occur because the instance or key has been cleaned up, or because the key is invalid. The key may be invalid if the message it was generated from was sent at the wrong time or contained incorrect correlation data.    at System.ServiceModel.Activities.FromReply.Execute(CodeActivityContext context)    at System.Activities.CodeActivity.InternalExecute(ActivityInstance instance, ActivityExecutor executor, BookmarkManager bookmarkManager)    at System.Activities.Runtime.ActivityExecutor.ExecuteActivityWorkItem.ExecuteBody(ActivityExecutor executor, BookmarkManager bookmarkManager, Location resultLocation)",19400
I,MRI_GSP,0,Load image in segment: planningLeft,16782
I,MRI_MSR,2009,Measurement uses RT event controller plugin (QuietRTEventController@libGradNoiseDrop).,16722
I,MRI_MSR,100,"Start prepare. (Protocol: 'AdjFre', Sequence: '%AdjustSeq%/AdjFreSeq')",16716
I,MRI_MSR,102,"Preparation OK (Protocol: 'AdjFre', Sequence: '%AdjustSeq%/AdjFreSeq')",16696
I,MRI_MSR,103,"Start measurement. (Protocol: 'AdjFre', Sequence: '%AdjustSeq%/AdjFreSeq')",16691
I,MRI_MSR,104,"Measurement finished OK. (Protocol: 'AdjFre', Sequence: '%AdjustSeq%/AdjFreSeq')",16680
W,DeveloperLog_DevLogService,0,Inconsistent data arrived,15880
I,MRI_PTG,110,Patient table information: Z-axis: start motion acknowledgment,14610
I,MRI_SIM,3015,E-Shim (SHIMK2259 [Dev#<DEV_ID>]): Shim current in channel 4 was updated successfully.,13971
I,MRI_SIM,3014,E-Shim (SHIMK2259 [Dev#<DEV_ID>]): Shim current in channel 3 was updated successfully.,13960
I,MRI_SIM,3011,E-Shim (SHIMK2259 [Dev#<DEV_ID>]): Shim current in channel 1 was updated successfully.,13890
I,MRI_SIM,3013,E-Shim (SHIMK2259 [Dev#<DEV_ID>]): Shim current in channel 2 was updated successfully.,13886
I,MRI_SIM,3016,E-Shim (SHIMK2259 [Dev#<DEV_ID>]): Shim current in channel 5 was updated successfully.,13857
I,MRI_FRR,265,"ZAxisOutPossible: 1, ZAxisInPossible: 1, argument values are boolean.",12207
I,MRI_PTG,101,Patient table information: Z-axis: target reached.,12121
I,MRI_FRR,264,"YAxisUpPossible: 0, YAxisDownPossible: 0, argument values are boolean.",11841
I,MRI_FRR,258,Patient table has stopped moving. Absolute PTAB Position: -<NUM_ID>,11699
I,MRI_FRR,257,Patient table has started moving. Absolute PTAB Position: -<NUM_ID>,11697
I,MRI_PAC,104,The following licenses are needed to run the protocol   MRI_CV_MAIN.,11115
I,MRI_GSP,0,Load image in segment: planningRight,10006
I,MRI_COS,21,SPICE prepare time: 12 ms,9828
I,DeveloperLog_DevLogService,0,Did skip 1 messages. Content: License is available.,8763
