level,source,event_id,masked_description,occurrence_count
I,MRI_CPA,1068,The rotary wheel on the control panel is deflected.,327249
I,MRI_CMM,1365,Patient table is docked.,323010
I,MRI_CMM,1374,48V supply voltage for patient table is enabled.,323010
I,MRI_HEC,1031,Helium compressor unit is running in normal mode.,322425
I,MRI_TBC,249,"TxK2304-NIOS [Dev#<DEV_ID>] unit info: NIOS has an error regarding the jtag uart functionality. Select ""Restart System"". If the problem persists, please contact Siemens Service.",322425
I,MRI_TBC,247,"TxK2304-NIOS [Dev#<DEV_ID>] unit info: NIOS has an error regarding the logging functionality. Select ""Restart System"". If the problem persists, please contact Siemens Service.",322424
I,MRI_HEC,1017,Helium compressor bypass solenoid valve closed.,322354
I,MRI_HEC,1025,Coldhead is running.,322354
I,MRI_HEC,1032,Helium compressor unit is running.,322354
I,MRI_HEC,1029,DB25: status present.,322138
I,MRI_PFW,9113,"InjectorDS425-Injector [Dev#<DEV_ID>] warning: The component is not connected. Connect component to MR System Select ""Restart System"". If the problem persists, please contact Siemens Service.",322124
I,MRI_CPA,1042,The display and backlight have been deactivated via the switched supply voltage.,321363
I,MRI_TBC,105,TxK2304 [Dev#<DEV_ID>] unit info: CH0_TX_QUEUE_SEQUENZER_BUSY0,320129
I,MRI_FRR,278,Emergency docking released.,316869
I,MRI_FRR,16,The scanning has finished.,313058
I,MRI_PAC,104,The following licenses are needed to run the protocol   N_TimApplication.,230442
I,DeveloperLog_DevLogService,0,CheckIn-Completed: <GUID>|syngo.MR.PreProcessing.Service.Host.Task.Executor.ProcessingJobEnvironment,188404
I,DeveloperLog_DevLogService,0,Data Preparation: Perform '<GUID>' on '1.3.12.2.1107.5.2.53.<NUM_ID>.<NUM_ID>.0.0.0'.,164886
I,DeveloperLog_DevLogService,0,RequestShutdownDelaysForPendingActivities: There are no more pending activities.,158377
I,DeveloperLog_DevLogService,0,ShutdownService.CancelShutdownDelayRequest: Removed Shutdown Delay Request: requestId=PendingShutdownActivities_<GUID>,158377
I,DeveloperLog_DevLogService,0,"ShutdownService.RequestShutdownDelayInternal: Adding Shutdown Delay Request: requestId=PendingShutdownActivities_<GUID>, requestInfo=PendingShutdownActivities",158359
I,MRI_TBC,106,TxK2304 [Dev#<DEV_ID>] unit info: CH0_TX_QUEUE_SEQUENZER_BUSY1,153632
I,DeveloperLog_DevLogService,0,"ACQM: Checked-In 'CheckinCompleted 1.2.276.0.37.1.511.<NUM_ID>.<NUM_ID> 1.3.12.2.1107.5.2.53.<NUM_ID>.<NUM_ID>.0.0.0 1.2.840.<NUM_ID>.5.1.4.1.1.4.1 1.3.12.2.1107.5.2.53.<NUM_ID>.<NUM_ID> 1'. (-1), Objects:",136426
I,DeveloperLog_DevLogService,0,"ACQM: Notify series complete '1.3.12.2.1107.5.2.53.<NUM_ID>.<NUM_ID>' to QA '<GUID>' with: ViewingOptions: SuppressDisplay: True, PrintOptions: AutoPrint: False, AutoPrintOptions: , RoutingOptions: , DistributionOptions: DestinationNodes: null, PluginOptions: null. (-1), Objects:",127083
I,MRI_FRR,263,"XAxisPlusPossible: 0, XAxisMinusPossible: 0, argument values are boolean.",118155
I,DeveloperLog_DevLogService,0,"Updating MPPS for 1.3.12.2.1107.5.2.53.<NUM_ID>.<NUM_ID> (0/Notice), Objects:",101325
I,DeveloperLog_DevLogService,0,"ACQM: Notify series complete '1.3.12.2.1107.5.2.53.<NUM_ID>.<NUM_ID>.0.0.0' to QA '<GUID>' with: ViewingOptions: SuppressDisplay: False, PrintOptions: AutoPrint: False, AutoPrintOptions: , RoutingOptions: , DistributionOptions: DestinationNodes: null, PluginOptions: null. (-1), Objects:",99086
I,MRI_MSR,100,"Start prepare. (Protocol: 'AdjFre', Sequence: '%AdjustSeq%/AdjFreSeq')",96624
I,MRI_MSR,102,"Preparation OK (Protocol: 'AdjFre', Sequence: '%AdjustSeq%/AdjFreSeq')",96592
I,MRI_MSR,103,"Start measurement. (Protocol: 'AdjFre', Sequence: '%AdjustSeq%/AdjFreSeq')",96581
I,MRI_MSR,104,"Measurement finished OK. (Protocol: 'AdjFre', Sequence: '%AdjustSeq%/AdjFreSeq')",96333
I,DeveloperLog_DevLogService,0,ExamPatientRegistration_OnExamDataChanged received,96073
I,MRI_PTG,1011,The value of ptab_state has changed: 0 (<HEX>),94212
I,MRI_GSP,0,Load image in segment: planningLeft,90206
I,DeveloperLog_DevLogService,0,"ACQM: Checked-In 'CheckinCompleted 1.2.276.0.37.1.511.<NUM_ID>.<NUM_ID> 1.3.12.2.1107.5.2.53.<NUM_ID>.<NUM_ID> 1.2.840.<NUM_ID>.5.1.4.1.1.88.22 1.3.12.2.1107.5.2.53.<NUM_ID>.<NUM_ID> 1'. (-1), Objects:",86411
W,DeveloperLog_DevLogService,0,Could not get transfer preference value 'TerminationTimeoutPostCancellation'. Using 4 seconds as fallback value.,81033
W,DeveloperLog_DevLogService,0,CheckAndLogProcedureStepAttributes(): string.IsNullOrEmpty(patientPosition),76385
I,MRI_PTG,110,Patient table information: Z-axis: start motion acknowledgment,73252
I,MRI_GSP,0,Load image in segment: planningRight,72452
W,DeveloperLog_DevLogService,0,CheckAndLogProcedureStepAttributes(): defaultBodyPart == null,66078
I,MRI_GSP,0,Load image in segment: planningMiddle,61946
I,MRI_FRR,265,"ZAxisOutPossible: 1, ZAxisInPossible: 1, argument values are boolean.",58640
I,DeveloperLog_DevLogService,0,Storage-Service: Istances = 1 | Archivable = 1 | Contracts = 1.,56746
I,MRI_PTG,101,Patient table information: Z-axis: target reached.,55452
I,MRI_PTG,1011,The value of ptab_state has changed: 4 (<HEX>),55068
W,DeveloperLog_DevLogService,0,CheckAndLogBodyParts(): string.IsNullOrEmpty(bp.Laterality.Key),54437
I,MRI_COS,21,SPICE prepare time: 5 ms,53595
I,DeveloperLog_DevLogService,0,Storage-Service: Istances = 2 | Archivable = 1 | Contracts = 1.,53041
I,MRI_FRR,264,"YAxisUpPossible: 0, YAxisDownPossible: 0, argument values are boolean.",52695
I,MRI_FRR,258,Patient table has stopped moving. Absolute PTAB Position: -<NUM_ID>,52183
I,MRI_FRR,257,Patient table has started moving. Absolute PTAB Position: -<NUM_ID>,52171
I,MRI_FRR,264,"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean.",51097
I,MRI_MPU,104,Magnet Supervision: Pressure Heater is not active.,50591
I,MRI_MPU,70,Magnet Supervision: Pressure heater is active.,50013
I,MRI_COS,21,SPICE prepare time: 6 ms,47823
I,MRI_MSR,101,Valid coil select (Coil select #0: '18K'),47072
I,MRI_PTG,226,Patient table information: Y-axis: not in motion Y. Y-Position is: <NUM_ID>,42857
I,MRI_PTG,213,Patient table information: Y-axis: in motion Y. Y-Position is: <NUM_ID>,42556
I,MRI_MSR,101,"Valid coil select (Coil select #0: 'FA,TO')",42441
I,MRI_MSR,100,"Start prepare. (Protocol: 'AdjDico', Sequence: '%AdjustSeq%/AdjDicoSeq')",41586
I,DeveloperLog_DevLogService,0,Storage-Service: Istances = 3 | Archivable = 2 | Contracts = 2.,41422
I,MRI_MSR,102,"Preparation OK (Protocol: 'AdjDico', Sequence: '%AdjustSeq%/AdjDicoSeq')",41326
I,MRI_MSR,103,"Start measurement. (Protocol: 'AdjDico', Sequence: '%AdjustSeq%/AdjDicoSeq')",41297
I,MRI_MSR,104,"Measurement finished OK. (Protocol: 'AdjDico', Sequence: '%AdjustSeq%/AdjDicoSeq')",41250
I,MRI_FRR,4,"A coil has been plugged or unplugged, the IRQ Pin has been activated.",40899
I,MRI_PTG,1011,The value of ptab_state has changed: 3 (<HEX>),39358
I,ExportImportFramework,0,The process syngo.ConfigConvert.exe has finished and the exitCode was 0.,38268
