level,source,event_id,masked_description,occurrence_count
I,MRI_CPA,1042,The display and backlight have been deactivated via the switched supply voltage.,400979
I,MRI_TBC,247,"TxK2304-NIOS [Dev#<DEV_ID>] unit info: NIOS has an error regarding the logging functionality. Select ""Restart System"". If the problem persists, please contact Siemens Service.",202051
I,MRI_TBC,249,"TxK2304-NIOS [Dev#<DEV_ID>] unit info: NIOS has an error regarding the jtag uart functionality. Select ""Restart System"". If the problem persists, please contact Siemens Service.",202051
I,MRI_PSR,49,Beat Sensor cardiac signal is off,199644
I,MRI_TBC,105,TxK2304 [Dev#<DEV_ID>] unit info: CH0_TX_QUEUE_SEQUENZER_BUSY0,197073
I,MRI_CMM,1374,48V supply voltage for patient table is enabled.,193008
I,MRI_CMM,1365,Patient table is docked.,193001
I,MRI_HEC,1029,DB25: status present.,192123
I,MRI_HEC,1032,Helium compressor unit is running.,192122
I,MRI_HEC,1017,Helium compressor bypass solenoid valve closed.,192099
I,MRI_HEC,1025,Coldhead is running.,192099
I,MRI_HEC,1031,Helium compressor unit is running in normal mode.,192099
I,MRI_PFW,9113,"InjectorDS425-Injector [Dev#<DEV_ID>] warning: The component is not connected. Connect component to MR System Select ""Restart System"". If the problem persists, please contact Siemens Service.",191755
I,MRI_PAC,104,The following licenses are needed to run the protocol   N_TimApplication.,159384
W,MRI_FRR,2,"Scanner hardware warning: Door of the examination room is open. Close the door. If the problem persists, please contact Siemens Service.",159354
W,MRI_FRR,2,"Scanner hardware warning: Door of the examination room is open. Close the door. If the problem persists, please contact Siemens Service. ID: syngo.MR.MRI_FRR_NlsMessageId.Resources.FRRmsg.MRI_FRR_W_2_FRR_DOOR_OPENED",153059
I,MRI_FRR,278,Emergency docking released.,146113
I,MRI_FRR,16,The scanning has finished.,141522
I,MRI_CPA,1068,The rotary wheel on the control panel is deflected.,117681
I,MRI_TBC,106,TxK2304 [Dev#<DEV_ID>] unit info: CH0_TX_QUEUE_SEQUENZER_BUSY1,110730
I,MRI_GSP,0,Load image in segment: planningLeft,104180
I,MRI_MPU,104,Magnet Supervision: Pressure Heater is not active.,93955
I,MRI_MPU,70,Magnet Supervision: Pressure heater is active.,93175
I,DeveloperLog_DevLogService,0,Data Preparation: Perform '<GUID>' on '1.3.12.2.1107.5.2.55.<NUM_ID>.<NUM_ID>.0.0.0'.,91592
I,DeveloperLog_DevLogService,0,CheckIn-Completed: <GUID>|syngo.MR.PreProcessing.Service.Host.Task.Executor.ProcessingJobEnvironment,83681
E,syngo_TransferFramework_SysLogService,0,The DICOM association negotiation with AET syngovianew failed permanently. SCP gave following rejection reason: Called AET not recognized.,83658
I,MRI_FRR,910,Current coil temperatures (degree C): board: 31.00,67211
E,syngo_TransferFramework_SysLogService,0,The DICOM association between local AET RWEAEMRIF9 and remote AET UHLPACSCON01 was aborted by remote side. The remote side gave following abortion reason: ReasonNotSpecified.,66843
I,DeveloperLog_DevLogService,0,"ACQM: Notify series complete '1.3.12.2.1107.5.2.55.<NUM_ID>.<NUM_ID>.0.0.0' to QA '<GUID>' with: ViewingOptions: SuppressDisplay: False, PrintOptions: AutoPrint: False, AutoPrintOptions: , RoutingOptions: , DistributionOptions: DestinationNodes: null, PluginOptions: null. (-1), Objects:",63800
I,MRI_FRR,263,"XAxisPlusPossible: 0, XAxisMinusPossible: 0, argument values are boolean.",63644
