level,source,event_id,masked_description,occurrence_count
I,MRI_CPA,1042,The display and backlight have been deactivated via the switched supply voltage.,259957
I,MRI_MPU,104,Magnet Supervision: Pressure Heater is not active.,171292
I,MRI_MPU,70,Magnet Supervision: Pressure heater is active.,170461
I,MRI_TBC,247,"TxK2304-NIOS [Dev#<DEV_ID>] unit info: NIOS has an error regarding the logging functionality. Select ""Restart System"". If the problem persists, please contact Siemens Service.",131576
I,MRI_TBC,249,"TxK2304-NIOS [Dev#<DEV_ID>] unit info: NIOS has an error regarding the jtag uart functionality. Select ""Restart System"". If the problem persists, please contact Siemens Service.",131576
I,MRI_CMM,1365,Patient table is docked.,131130
I,MRI_CMM,1374,48V supply voltage for patient table is enabled.,131130
I,MRI_HEC,1031,Helium compressor unit is running in normal mode.,130319
I,MRI_HEC,1025,Coldhead is running.,130318
I,MRI_HEC,1032,Helium compressor unit is running.,130318
I,MRI_HEC,1017,Helium compressor bypass solenoid valve closed.,130317
I,MRI_HEC,1029,DB25: status present.,130316
I,MRI_PFW,9113,"InjectorDS425-Injector [Dev#<DEV_ID>] warning: The component is not connected. Connect component to MR System Select ""Restart System"". If the problem persists, please contact Siemens Service.",129890
I,MRI_TBC,105,TxK2304 [Dev#<DEV_ID>] unit info: CH0_TX_QUEUE_SEQUENZER_BUSY0,127992
I,MRI_FRR,278,Emergency docking released.,121939
I,MRI_FRR,16,The scanning has finished.,116777
I,MRI_PAC,104,The following licenses are needed to run the protocol   N_TimApplication.,110758
I,MRI_CPA,1068,The rotary wheel on the control panel is deflected.,104711
I,MRI_TBC,106,TxK2304 [Dev#<DEV_ID>] unit info: CH0_TX_QUEUE_SEQUENZER_BUSY1,63265
W,MRI_FRR,2,"Scanner hardware warning: Door of the examination room is open. Close the door. If the problem persists, please contact Siemens Service.",60858
W,MRI_FRR,2,"Scanner hardware warning: Door of the examination room is open. Close the door. If the problem persists, please contact Siemens Service. ID: syngo.MR.MRI_FRR_NlsMessageId.Resources.FRRmsg.MRI_FRR_W_2_FRR_DOOR_OPENED",60119
I,DeveloperLog_DevLogService,0,CheckIn-Completed: <GUID>|syngo.MR.PreProcessing.Service.Host.Task.Executor.ProcessingJobEnvironment,56019
I,MRI_GSP,0,Load image in segment: planningLeft,55392
I,DeveloperLog_DevLogService,0,Data Preparation: Perform '<GUID>' on '1.3.12.2.1107.5.2.51.<NUM_ID>.<NUM_ID>.0.0.0'.,55323
I,MRI_FRR,263,"XAxisPlusPossible: 0, XAxisMinusPossible: 0, argument values are boolean.",53955
I,ExportImportFramework,0,The process syngo.ConfigConvert.exe has finished and the exitCode was 0.,50076
I,MRI_PTG,110,Patient table information: Z-axis: start motion acknowledgment,41868
I,DeveloperLog_DevLogService,0,"ACQM: Notify series complete '1.3.12.2.1107.5.2.51.<NUM_ID>.<NUM_ID>.0.0.0' to QA '<GUID>' with: ViewingOptions: SuppressDisplay: False, PrintOptions: AutoPrint: False, AutoPrintOptions: , RoutingOptions: , DistributionOptions: , PluginOptions: null. (-1), Objects:",40260
I,MRI_COS,21,SPICE prepare time: 9 ms,39291
I,MRI_FRR,265,"ZAxisOutPossible: 1, ZAxisInPossible: 1, argument values are boolean.",34622
I,MRI_FRR,264,"YAxisUpPossible: 0, YAxisDownPossible: 0, argument values are boolean.",34171
I,MRI_FRR,258,Patient table has stopped moving. Absolute PTAB Position: -<NUM_ID>,33391
I,MRI_FRR,257,Patient table has started moving. Absolute PTAB Position: -<NUM_ID>,33376
I,DeveloperLog_DevLogService,0,"Updating MPPS for 1.3.12.2.1107.5.2.51.<NUM_ID>.<NUM_ID> (0/Notice), Objects:",32761
I,ExportImportFramework,0,The path to the directory where configuration XML files are located: C:\Program Files\Siemens\Numaris\bin\Services\OPM\Configuration\ExportImport\Transfers,32171
I,ExportImportFramework,0,file:///C:/Program Files/Siemens/Numaris/bin/syngo.Services.OPM.Configuration.ExportImport.exe has been executed and the exitCode is: 0,32170
I,MRI_MSR,100,"Start prepare. (Protocol: 'AdjFre', Sequence: '%AdjustSeq%/AdjFreSeq')",32063
I,MRI_MSR,102,"Preparation OK (Protocol: 'AdjFre', Sequence: '%AdjustSeq%/AdjFreSeq')",31970
I,MRI_MSR,103,"Start measurement. (Protocol: 'AdjFre', Sequence: '%AdjustSeq%/AdjFreSeq')",31921
I,MRI_MSR,104,"Measurement finished OK. (Protocol: 'AdjFre', Sequence: '%AdjustSeq%/AdjFreSeq')",31815
I,DeveloperLog_DevLogService,0,"ACQM: Notify series complete '1.3.12.2.1107.5.2.51.<NUM_ID>.<NUM_ID>' to QA '<GUID>' with: ViewingOptions: SuppressDisplay: True, PrintOptions: AutoPrint: False, AutoPrintOptions: , RoutingOptions: , DistributionOptions: , PluginOptions: null. (-1), Objects:",29419
I,MRI_COS,21,SPICE prepare time: 8 ms,28597
I,MRI_PTG,101,Patient table information: Z-axis: target reached.,27758
I,MRI_PSR,49,Beat Sensor cardiac signal is off,27404
I,MRI_MSR,2009,Measurement uses RT event controller plugin (QuietRTEventController@libGradNoiseDrop).,26550
I,MRI_MSR,100,"Start prepare. (Protocol: 'AdjDico', Sequence: '%AdjustSeq%/AdjDicoSeq')",21660
I,MRI_MSR,102,"Preparation OK (Protocol: 'AdjDico', Sequence: '%AdjustSeq%/AdjDicoSeq')",21341
I,MRI_MSR,103,"Start measurement. (Protocol: 'AdjDico', Sequence: '%AdjustSeq%/AdjDicoSeq')",21264
I,MRI_MSR,104,"Measurement finished OK. (Protocol: 'AdjDico', Sequence: '%AdjustSeq%/AdjDicoSeq')",21217
I,MRI_SIM,3015,E-Shim (SHIMK2259 [Dev#<DEV_ID>]): Shim current in channel 4 was updated successfully.,19176
I,MRI_SIM,3014,E-Shim (SHIMK2259 [Dev#<DEV_ID>]): Shim current in channel 3 was updated successfully.,19102
I,MRI_SIM,3011,E-Shim (SHIMK2259 [Dev#<DEV_ID>]): Shim current in channel 1 was updated successfully.,19054
I,MRI_SIM,3016,E-Shim (SHIMK2259 [Dev#<DEV_ID>]): Shim current in channel 5 was updated successfully.,18932
I,MRI_SIM,3013,E-Shim (SHIMK2259 [Dev#<DEV_ID>]): Shim current in channel 2 was updated successfully.,18888
I,MRI_COS,20,IRIS prepare time: 21 ms,18712
I,MRI_FRR,264,"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean.",18647
I,MRI_MSR,101,Valid coil select (Coil select #1: 'BC'),18492
I,MRI_GSP,0,Load image in segment: planningRight,16673
I,NVWMI,3,"[tid = <HEX>, pid = <HEX>] - NV GPUs detected",16523
I,DeveloperLog_DevLogService,0,Storage-Service: Istances = 1 | Archivable = 1 | Contracts = 1.,16074
I,MRI_GSP,0,Load image in segment: planningMiddle,16013
I,MRI_COS,20,IRIS prepare time: 22 ms,15987
I,MRI_MSR,100,"Start prepare. (Protocol: 'AdjCoilSens', Sequence: '%AdjustSeq%/AdjCoilSensSeq')",15632
I,MRI_MSR,102,"Preparation OK (Protocol: 'AdjCoilSens', Sequence: '%AdjustSeq%/AdjCoilSensSeq')",15613
I,MRI_MSR,103,"Start measurement. (Protocol: 'AdjCoilSens', Sequence: '%AdjustSeq%/AdjCoilSensSeq')",15611
I,MRI_MSR,104,"Measurement finished OK. (Protocol: 'AdjCoilSens', Sequence: '%AdjustSeq%/AdjCoilSensSeq')",15475
I,MRI_FRR,4,"A coil has been plugged or unplugged, the IRQ Pin has been activated.",15080
I,DeveloperLog_DevLogService,0,Storage-Service: Istances = 2 | Archivable = 1 | Contracts = 1.,14330
I,MRI_PTG,226,Patient table information: Y-axis: not in motion Y. Y-Position is: <NUM_ID>,13999
I,MRI_PTG,213,Patient table information: Y-axis: in motion Y. Y-Position is: <NUM_ID>,13462
I,MRI_MSR,11,Measurement server unlocked.,13454
I,MRI_MSR,101,Valid coil select (Coil select #0: 'BC'),13092
I,DeveloperLog_DevLogService,0,"ACQM: Checked-In 'CheckinCompleted 1.2.840.<NUM_ID>.<NUM_ID>.1.<NUM_ID>.<NUM_ID>.26.<NUM_ID>.<NUM_ID> 1.3.12.2.1107.5.2.51.<NUM_ID>.<NUM_ID>.0.0.0 1.2.840.<NUM_ID>.5.1.4.1.1.4.1 1.3.12.2.1107.5.2.51.<NUM_ID>.<NUM_ID> 1'. (-1), Objects:",12622
I,DeveloperLog_DevLogService,0,ExamPatientRegistration_OnExamDataChanged received,12534
I,MRI_COS,21,SPICE prepare time: 2 ms,12153
I,MRI_SCT,71,Receive a breathhold finish signal,12126
I,MRI_SCT,70,Receive a breathhold start signal,11966
I,MRI_FRR,265,"ZAxisOutPossible: 0, ZAxisInPossible: 0, argument values are boolean.",11851
I,DeveloperLog_DevLogService,0,Receiving event with name DMWL_QUERY_SERVICE_V1.0 in DmwlService IsInitialized Body,11690
I,MRI_FRR,266,"XAxisPlusLocked: 0,  XAxisMinusLocked: 0, argument values are boolean.",11406
I,MRI_FRR,267,"YAxisUpLocked: 0, YAxisDownLocked: 0, argument values are boolean.",11406
I,MRI_FRR,268,"ZAxisOutLocked: 0, ZAxisInLocked: 0, argument values are boolean.",11406
I,MRI_CPA,1065,"The center button on the control panel was pressed briefly, i.e. for less than 1 second.",10564
