level,source,event_id,masked_description,occurrence_count
I,MRI_CPA,1042,The display and backlight have been deactivated via the switched supply voltage.,555058
I,MRI_CMM,1374,48V supply voltage for patient table is enabled.,287330
I,MRI_CMM,1365,Patient table is docked.,287329
I,MRI_HEC,1031,Helium compressor unit is running in normal mode.,286684
I,MRI_HEC,1017,Helium compressor bypass solenoid valve closed.,286683
I,MRI_HEC,1025,Coldhead is running.,286683
I,MRI_HEC,1032,Helium compressor unit is running.,286683
I,MRI_HEC,1029,DB25: status present.,286348
I,MRI_PFW,9113,"InjectorDS425-Injector [Dev#<DEV_ID>] warning: The component is not connected. Connect component to MR System Select ""Restart System"". If the problem persists, please contact Siemens Service.",286344
I,MRI_TBC,247,"TxK2304-NIOS [Dev#<DEV_ID>] unit info: NIOS has an error regarding the logging functionality. Select ""Restart System"". If the problem persists, please contact Siemens Service.",278649
I,MRI_TBC,249,"TxK2304-NIOS [Dev#<DEV_ID>] unit info: NIOS has an error regarding the jtag uart functionality. Select ""Restart System"". If the problem persists, please contact Siemens Service.",278649
I,MRI_TBC,105,TxK2304 [Dev#<DEV_ID>] unit info: CH0_TX_QUEUE_SEQUENZER_BUSY0,275732
I,MRI_CPA,1068,The rotary wheel on the control panel is deflected.,233681
I,MRI_FRR,278,Emergency docking released.,230795
I,MRI_FRR,16,The scanning has finished.,226850
I,MRI_PAC,104,The following licenses are needed to run the protocol   N_TimApplication.,213575
W,DeveloperLog_DevLogService,0,Could not get transfer preference value 'TerminationTimeoutPostCancellation'. Using 4 seconds as fallback value.,196868
I,MRI_MPU,104,Magnet Supervision: Pressure Heater is not active.,166652
I,MRI_MPU,70,Magnet Supervision: Pressure heater is active.,166001
I,DeveloperLog_DevLogService,0,CheckIn-Completed: <GUID>|syngo.MR.PreProcessing.Service.Host.Task.Executor.ProcessingJobEnvironment,142572
I,MRI_TBC,106,TxK2304 [Dev#<DEV_ID>] unit info: CH0_TX_QUEUE_SEQUENZER_BUSY1,136186
E,syngo_TransferFramework_SysLogService,0,An inactivity timeout (5 seconds) occurred during DICOM communication with AET OSIRIX2 (128.1.5.191:4096).,135042
I,DeveloperLog_DevLogService,0,Data Preparation: Perform '<GUID>' on '1.3.12.2.1107.5.2.53.<NUM_ID>.<NUM_ID>.0.0.0'.,115964
I,MRI_HEC,1018,Helium compressor Event log has updated.,103758
I,MRI_HEC,1023,Helium compressor Daily log has updated.,103742
I,MRI_HEC,1022,Helium compressor Weekly log has updated.,103584
I,MRI_FRR,263,"XAxisPlusPossible: 0, XAxisMinusPossible: 0, argument values are boolean.",101065
I,DeveloperLog_DevLogService,0,"ACQM: Checked-In 'CheckinCompleted 2.16.840.1.<NUM_ID>.632.20.<NUM_ID>.<NUM_ID>.<NUM_ID> 1.3.12.2.1107.5.2.53.<NUM_ID>.<NUM_ID>.0.0.0 1.2.840.<NUM_ID>.5.1.4.1.1.4.1 1.3.12.2.1107.5.2.53.<NUM_ID>.<NUM_ID> 1'. (-1), Objects:",89786
I,MRI_PTG,1011,The value of ptab_state has changed: 0 (<HEX>),87012
I,MRI_MSR,100,"Start prepare. (Protocol: 'AdjFre', Sequence: '%AdjustSeq%/AdjFreSeq')",83412
I,MRI_MSR,102,"Preparation OK (Protocol: 'AdjFre', Sequence: '%AdjustSeq%/AdjFreSeq')",83320
I,MRI_MSR,103,"Start measurement. (Protocol: 'AdjFre', Sequence: '%AdjustSeq%/AdjFreSeq')",83309
I,MRI_MSR,104,"Measurement finished OK. (Protocol: 'AdjFre', Sequence: '%AdjustSeq%/AdjFreSeq')",83209
I,DeveloperLog_DevLogService,0,"ACQM: Notify series complete '1.3.12.2.1107.5.2.53.<NUM_ID>.<NUM_ID>' to QA '<GUID>' with: ViewingOptions: SuppressDisplay: True, PrintOptions: AutoPrint: False, AutoPrintOptions: , RoutingOptions: , DistributionOptions: DestinationNodes: null, PluginOptions: null. (-1), Objects:",79648
I,MRI_PTG,110,Patient table information: Z-axis: start motion acknowledgment,67004
I,MRI_FRR,264,"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean.",64019
I,MRI_MSR,101,Valid coil select (Coil select #0: '18K'),63670
I,DeveloperLog_DevLogService,0,"Updating MPPS for 1.3.12.2.1107.5.2.53.<NUM_ID>.<NUM_ID> (0/Notice), Objects:",60241
I,MRI_PTG,1011,The value of ptab_state has changed: 4 (<HEX>),60090
I,MRI_PTG,101,Patient table information: Z-axis: target reached.,59790
I,DeveloperLog_DevLogService,0,"ACQM: Checked-In 'CheckinCompleted 2.16.840.1.<NUM_ID>.632.20.<NUM_ID>.<NUM_ID>.<NUM_ID> 1.3.12.2.1107.5.2.53.<NUM_ID>.<NUM_ID> 1.2.840.<NUM_ID>.5.1.4.1.1.88.22 1.3.12.2.1107.5.2.53.<NUM_ID>.<NUM_ID> 1'. (-1), Objects:",55862
I,DeveloperLog_DevLogService,0,Storage-Service: Istances = 1 | Archivable = 1 | Contracts = 1.,55696
I,MRI_PTG,213,Patient table information: Y-axis: in motion Y. Y-Position is: <NUM_ID>,52857
I,MRI_GSP,0,Load image in segment: planningRight,52396
I,DeveloperLog_DevLogService,0,"ACQM: Notify series complete '1.3.12.2.1107.5.2.53.<NUM_ID>.<NUM_ID>.0.0.0' to QA '<GUID>' with: ViewingOptions: SuppressDisplay: False, PrintOptions: AutoPrint: False, AutoPrintOptions: , RoutingOptions: , DistributionOptions: DestinationNodes: null, PluginOptions: null. (-1), Objects:",51837
I,MRI_PTG,226,Patient table information: Y-axis: not in motion Y. Y-Position is: <NUM_ID>,51704
I,MRI_COS,21,SPICE prepare time: 7 ms,50811
I,MRI_GSP,0,Load image in segment: planningLeft,49333
E,DeveloperError_DevLogService,0,Sending retry of resource requests failed on 'RCC:<GUID>' possible for '<GUID>'. Denied!,49034
I,DeveloperLog_DevLogService,0,Storage-Service: Istances = 2 | Archivable = 1 | Contracts = 1.,48970
S,MRI_FRR,278,Emergency docking released.,47854
