level,source,event_id,masked_description,occurrence_count
I,MRI_CPA,1042,The display and backlight have been deactivated via the switched supply voltage.,321749
I,MRI_CMM,1365,Patient table is docked,162551
I,MRI_CMM,1374,48V supply voltage for patient table is enabled.,162551
I,MRI_HEC,1017,Helium compressor bypass solenoid valve closed.,162390
I,MRI_HEC,1025,Coldhead is running.,162390
I,MRI_HEC,1031,Helium compressor unit is running in normal mode.,162390
I,MRI_HEC,1032,Helium compressor unit is running.,162390
I,MRI_VLM,1418,VLM: Normal flow is present.,162388
I,MRI_HEC,1029,DB25: status present.,162387
I,MRI_TBC,247,"TxK2304-NIOS [Dev#<DEV_ID>] unit info: NIOS has an error regarding the logging functionality. Select ""Restart System"". If the problem persists, please contact Siemens Service.",160875
I,MRI_TBC,249,"TxK2304-NIOS [Dev#<DEV_ID>] unit info: NIOS has an error regarding the jtag uart functionality. Select ""Restart System"". If the problem persists, please contact Siemens Service.",160875
I,MRI_TBC,105,TxK2304 [Dev#<DEV_ID>] unit info: CH0_TX_QUEUE_SEQUENZER_BUSY0,160427
I,MRI_PAC,104,The following licenses are needed to run the protocol  .,140832
I,MRI_FRR,278,Emergency docking released,138145
I,MRI_FRR,16,The scanning has finished.,136680
I,MRI_MPU,104,Magnet Supervision: Pressure Heater is not active.,100187
I,MRI_MPU,70,Magnet Supervision: Pressure heater is active.,100027
W,MRI_VLM,1408,VLM: Air filter needs replacement.,83317
I,MRI_TBC,106,TxK2304 [Dev#<DEV_ID>] unit info: CH0_TX_QUEUE_SEQUENZER_BUSY1,76299
W,DeveloperLog_DevLogService,0,Inconsistent data arrived,62653
I,DeveloperLog_DevLogService,0,Workflow <GUID>@WorkflowScannerQaAvPrimary was notified with Series 1.3.12.2.1107.5.2.50.<NUM_ID>.<NUM_ID>.0.0.0. Prior flag: False,54223
I,DeveloperLog_DevLogService,0,Workflow <GUID>@WorkflowScannerQaAvPrimary was notified with Series 1.3.12.2.1107.5.2.50.<NUM_ID>.<NUM_ID>. Prior flag: False,49579
I,MRI_CPA,1068,The rotary wheel on the control panel is deflected.,43717
I,MRI_MSR,100,"Start prepare. (Protocol: 'AdjFre', Sequence: '%AdjustSeq%/AdjFreSeq')",38253
I,MRI_MSR,102,"Preparation OK (Protocol: 'AdjFre', Sequence: '%AdjustSeq%/AdjFreSeq')",38121
I,MRI_MSR,103,"Start measurement. (Protocol: 'AdjFre', Sequence: '%AdjustSeq%/AdjFreSeq')",38087
I,MRI_MSR,104,"Measurement finished OK. (Protocol: 'AdjFre', Sequence: '%AdjustSeq%/AdjFreSeq')",38034
I,MRI_COS,21,SPICE prepare time: 9 ms,36697
I,MRI_FRR,263,"XAxisPlusPossible: 0, XAxisMinusPossible: 0, argument values are boolean.",36581
I,MRI_PTG,110,Patient table information: Z-axis: start motion acknowledgment,36223
I,DeveloperLog_DevLogService,0,RequestShutdownDelaysForPendingActivities: There are no more pending activities.,35574
I,MRI_MSR,2009,Measurement uses RT event controller plugin (QuietRTEventController@libGradNoiseDrop).,35537
I,MRI_MSR,101,"Valid coil select (Coil select #0: 'HE1-4,NE2')",35335
I,MRI_GSP,0,Load image in segment: planningLeft,32028
I,MRI_PTG,101,Patient table information: Z-axis: target reached.,30676
