level,source,event_id,masked_description,occurrence_count
I,DeveloperLog_DevLogService,0,Rp 1.2.86.<NUM_ID>.7.<NUM_ID>.<NUM_ID> cannot be cancelled because some Workflows of the Rp are not in state SCHEDULED or READY,414795
I,DeveloperLog_DevLogService,0,Workflow States are: COMPLETED,412178
I,MRI_CPA,1042,The display and backlight have been deactivated via the switched supply voltage.,174879
I,MRI_MPU,104,Magnet Supervision: Pressure Heater is not active.,106545
I,MRI_MPU,70,Magnet Supervision: Pressure heater is active.,106521
I,MRI_PRC,5,Image Reconstruction System successfully prepared. MeasUid <NUM_ID>.,93206
I,MRI_CPA,1068,The rotary wheel on the control panel is deflected.,91377
I,MRI_PAC,104,The following licenses are needed to run the protocol  .,88044
I,MRI_TBC,247,"TxK2304-NIOS [Dev#<DEV_ID>] unit info: NIOS has an error regarding the logging functionality. Select ""Restart System"". If the problem persists, please contact Siemens Service.",87401
I,MRI_MPU,3020,Magnet Supervision: Solenoid valve opened,87396
I,MRI_MPU,3023,Magnet Supervision: Solenoid valve returned to automatic control mode,87390
I,MRI_TBC,249,"TxK2304-NIOS [Dev#<DEV_ID>] unit info: NIOS has an error regarding the jtag uart functionality. Select ""Restart System"". If the problem persists, please contact Siemens Service.",87390
I,MRI_HEC,1031,Helium compressor unit is running in normal mode.,87380
I,MRI_TBC,105,TxK2304 [Dev#<DEV_ID>] unit info: CH0_TX_QUEUE_SEQUENZER_BUSY0,87368
I,MRI_HEC,1029,DB25: status present.,87367
I,MRI_HEC,1032,Helium compressor unit is running.,87364
I,MRI_HEC,1025,Coldhead is running.,87355
I,MRI_FRR,278,Emergency docking released,87352
I,MRI_HEC,1017,Helium compressor bypass solenoid valve closed.,87346
I,MRI_VLM,1418,VLM: Normal flow is present.,87338
I,MRI_CMM,1365,Patient table is docked,87337
I,MRI_CMM,1374,48V supply voltage for patient table is enabled.,87324
I,MRI_FRR,16,The scanning has finished.,87075
I,MRI_HEC,1023,Helium compressor Daily log has updated.,85411
I,MRI_HEC,1022,Helium compressor Weekly log has updated.,70295
W,MRI_VLM,1411,VLM: Low flow fault is present.,51481
I,DeveloperLog_DevLogService,0,Workflow <GUID>@WorkflowScannerQaAvPrimary was notified with Series 1.3.12.2.1107.5.2.53.<NUM_ID>.<NUM_ID>.0.0.0. Prior flag: False,48512
I,DeveloperLog_DevLogService,0,RequestShutdownDelaysForPendingActivities: There are no more pending activities.,47392
I,MRI_COS,70,Image calculation done (MeasUid=<NUM_ID>).,46586
I,MRI_FRR,263,"XAxisPlusPossible: 0, XAxisMinusPossible: 0, argument values are boolean.",43421
I,MRI_TBC,106,TxK2304 [Dev#<DEV_ID>] unit info: CH0_TX_QUEUE_SEQUENZER_BUSY1,38248
I,DeveloperLog_DevLogService,0,Workflow <GUID>@WorkflowScannerQaAvPrimary was notified with Series 1.3.12.2.1107.5.2.53.<NUM_ID>.<NUM_ID>. Prior flag: False,31677
I,MRI_MSR,100,"Start prepare. (Protocol: 'AdjFre', Sequence: '%AdjustSeq%/AdjFreSeq')",30804
I,MRI_MSR,102,"Preparation OK (Protocol: 'AdjFre', Sequence: '%AdjustSeq%/AdjFreSeq')",30798
I,MRI_MSR,103,"Start measurement. (Protocol: 'AdjFre', Sequence: '%AdjustSeq%/AdjFreSeq')",30797
I,MRI_MSR,104,"Measurement finished OK. (Protocol: 'AdjFre', Sequence: '%AdjustSeq%/AdjFreSeq')",30787
I,MRI_GSP,0,Load image in segment: planningLeft,30295
I,MRI_PTG,110,Patient table information: Z-axis: start motion acknowledgment,28493
I,MRI_MSR,2009,Measurement uses RT event controller plugin (QuietRTEventController@libGradNoiseDrop).,27998
I,MRI_GSP,0,Load image in segment: planningRight,27875
I,MRI_GSP,0,Load image in segment: planningMiddle,26460
I,MRI_FRR,265,"ZAxisOutPossible: 1, ZAxisInPossible: 1, argument values are boolean.",25611
I,MRI_COS,21,SPICE prepare time: 11 ms,25183
I,MRI_FRR,264,"YAxisUpPossible: 0, YAxisDownPossible: 0, argument values are boolean.",23582
I,MRI_FRR,258,Patient table has stopped moving. Absolute PTAB Position: -<NUM_ID>,22042
I,MRI_FRR,257,Patient table has started moving. Absolute PTAB Position: -<NUM_ID>,22017
I,MRI_COS,21,SPICE prepare time: 10 ms,21725
I,MRI_FRR,264,"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean.",19775
I,MRI_MSR,101,"Valid coil select (Coil select #0: 'HE1-4,NE2')",17873
I,DeveloperLog_DevLogService,0,Did skip 1 messages. Content: License is available.,17747
I,DeveloperLog_DevLogService,0,License is available.,17747
I,MRI_PTG,101,Patient table information: Z-axis: target reached.,17369
I,MRI_MSR,100,"Start prepare. (Protocol: 'AdjDico', Sequence: '%AdjustSeq%/AdjDicoSeq')",15601
I,MRI_MSR,102,"Preparation OK (Protocol: 'AdjDico', Sequence: '%AdjustSeq%/AdjDicoSeq')",15487
I,MRI_MSR,103,"Start measurement. (Protocol: 'AdjDico', Sequence: '%AdjustSeq%/AdjDicoSeq')",15486
I,MRI_MSR,104,"Measurement finished OK. (Protocol: 'AdjDico', Sequence: '%AdjustSeq%/AdjDicoSeq')",15472
I,MRI_PTG,226,Patient table information: Y-axis: not in motion Y. Y-Position is: <NUM_ID>,14148
I,MRI_PTG,213,Patient table information: Y-axis: in motion Y. Y-Position is: <NUM_ID>,14138
I,MRI_MSR,100,"Start prepare. (Protocol: 'AdjCoilSens', Sequence: '%AdjustSeq%/AdjCoilSensSeq')",12350
I,MRI_MSR,101,Valid coil select (Coil select #1: 'BC'),12350
I,MRI_MSR,102,"Preparation OK (Protocol: 'AdjCoilSens', Sequence: '%AdjustSeq%/AdjCoilSensSeq')",12347
I,MRI_MSR,103,"Start measurement. (Protocol: 'AdjCoilSens', Sequence: '%AdjustSeq%/AdjCoilSensSeq')",12347
I,MRI_MSR,104,"Measurement finished OK. (Protocol: 'AdjCoilSens', Sequence: '%AdjustSeq%/AdjCoilSensSeq')",12319
I,MRI_COS,21,SPICE prepare time: 12 ms,11566
W,MRI_RSA,8,"System warning: Patient air temperature exceeds limit. Reduce temperature in examination room if possible. If the problem still persists, please contact Siemens Service.",11100
W,MRI_RSA,8,"System warning: Patient air temperature exceeds limit. Reduce temperature in examination room if possible. If the problem still persists, please contact Siemens Service. ID: syngo.MR.MRI_RSA_NlsMessageId.Resources.RSAmsg.MRI_RSA_W_8_RSA_BORE_OVERTEMP",11100
I,MRI_COS,20,IRIS prepare time: 26 ms,10467
I,MRI_COS,20,IRIS prepare time: 27 ms,10368
I,MRI_FRR,265,"ZAxisOutPossible: 0, ZAxisInPossible: 0, argument values are boolean.",9815
I,SampleFile,0,Sampled File - Type: 1.2.86.<NUM_ID>.7.<NUM_ID>.<NUM_ID>.xml,9698
I,MRI_MSR,101,"Valid coil select (Coil select #0: 'HE1-4,NE1,2')",9621
I,DeveloperLog_DevLogService,0,Adapter Exam: NotifyMeasurementSystem() finished,9386
I,MRI_CPA,1065,"The center button on the control panel was pressed briefly, i.e. for less than 1 second.",9278
I,MRI_COS,21,SPICE prepare time: 9 ms,8386
I,MRI_COS,20,IRIS prepare time: 25 ms,8319
I,MRI_FRR,4,A coil has been plugged in.,8190
I,MRI_MSR,101,Valid coil select (Coil select #0: 'BC'),8014
I,MRI_FRR,265,"ZAxisOutPossible: 0, ZAxisInPossible: 1, argument values are boolean.",7998
I,MRI_FRR,268,"ZAxisOutLocked: 0, ZAxisInLocked: 0, argument values are boolean.",7967
I,MRI_FRR,266,"XAxisPlusLocked: 0,  XAxisMinusLocked: 0, argument values are boolean.",7966
I,MRI_FRR,267,"YAxisUpLocked: 0, YAxisDownLocked: 0, argument values are boolean.",7966
I,MRI_FRR,256,PTAB information: New center position has been set: New center position=-990,7891
I,MRI_PAC,104,The following licenses are needed to run the protocol   MRI_CV_MAIN.,7863
I,MRI_MSR,100,"Start prepare. (Protocol: 'AdjTra', Sequence: '%AdjustSeq%/AdjTraSeq')",7748
I,MRI_MSR,102,"Preparation OK (Protocol: 'AdjTra', Sequence: '%AdjustSeq%/AdjTraSeq')",7745
I,MRI_MSR,103,"Start measurement. (Protocol: 'AdjTra', Sequence: '%AdjustSeq%/AdjTraSeq')",7745
I,MRI_MSR,104,"Measurement finished OK. (Protocol: 'AdjTra', Sequence: '%AdjustSeq%/AdjTraSeq')",7735
I,MRI_MSR,11,Measurement server unlocked.,7692
I,MRI_COS,21,SPICE prepare time: 13 ms,7691
I,Event_UsageTrail,0,"<Event type=""UtilizationEvent"" name =""DataStorage_DistributionStep_ModifyIntent"" time=""<DATE> <TIME>Z""> <Version>1.0</Version> <ClientHost>AWP1<NUM_ID></ClientHost> <ServerHost>AWP1<NUM_ID></ServerHost> <DistributionType>Workflow</DistributionType> <NumberOfItems>1</NumberOfItems> <NumberOfNodes>1</NumberOfNodes> <NumberOfTotalIntents>1</NumberOfTotalIntents> </Event>",7526
I,MRI_PTG,104,Patient table information: Z-axis: end position reached (outermost).,6819
I,MRI_COS,21,SPICE prepare time: 14 ms,6781
I,MRI_COS,20,IRIS prepare time: 28 ms,6502
I,MRI_MSR,101,"Valid coil select (Coil select #0: 'SP6-8,UFL')",6367
I,MRI_MSR,100,"Start prepare. (Protocol: 'AdjFieldMap', Sequence: '%AdjustSeq%/AdjFieldMapSeq')",6154
I,MRI_MSR,102,"Preparation OK (Protocol: 'AdjFieldMap', Sequence: '%AdjustSeq%/AdjFieldMapSeq')",6150
I,MRI_MSR,103,"Start measurement. (Protocol: 'AdjFieldMap', Sequence: '%AdjustSeq%/AdjFieldMapSeq')",6150
I,MRI_MSR,104,"Measurement finished OK. (Protocol: 'AdjFieldMap', Sequence: '%AdjustSeq%/AdjFieldMapSeq')",6098
I,MRI_COS,21,SPICE prepare time: 15 ms,5889
I,MRI_MSR,101,Valid coil select (Coil select #0: 'HE1-4'),5606
