level,source,event_id,masked_description,occurrence_count
I,MRI_CPA,1042,The display and backlight have been deactivated via the switched supply voltage.,588332
I,MRI_CMM,1365,Patient table is docked.,295736
I,MRI_CMM,1374,48V supply voltage for patient table is enabled.,295736
I,MRI_HEC,1017,Helium compressor bypass solenoid valve closed.,295216
I,MRI_HEC,1025,Coldhead is running.,295216
I,MRI_HEC,1032,Helium compressor unit is running.,295216
I,MRI_HEC,1031,Helium compressor unit is running in normal mode.,295212
I,MRI_TBC,247,"TxK2304-NIOS [Dev#<DEV_ID>] unit info: NIOS has an error regarding the logging functionality. Select ""Restart System"". If the problem persists, please contact Siemens Service.",295208
I,MRI_TBC,249,"TxK2304-NIOS [Dev#<DEV_ID>] unit info: NIOS has an error regarding the jtag uart functionality. Select ""Restart System"". If the problem persists, please contact Siemens Service.",295208
I,MRI_FRR,278,Emergency docking released.,295168
I,MRI_HEC,1029,DB25: status present.,295013
I,MRI_PFW,9113,"InjectorDS425-Injector [Dev#<DEV_ID>] warning: The component is not connected. Connect component to MR System Select ""Restart System"". If the problem persists, please contact Siemens Service.",294940
I,MRI_TBC,105,TxK2304 [Dev#<DEV_ID>] unit info: CH0_TX_QUEUE_SEQUENZER_BUSY0,292988
I,MRI_FRR,16,The scanning has finished.,291713
I,MRI_PAC,104,The following licenses are needed to run the protocol   N_TimApplication.,244857
I,MRI_CPA,1068,The rotary wheel on the control panel is deflected.,211191
I,DeveloperLog_DevLogService,0,CheckIn-Completed: <GUID>|syngo.MR.PreProcessing.Service.Host.Task.Executor.ProcessingJobEnvironment,138889
I,DeveloperLog_DevLogService,0,Data Preparation: Perform '<GUID>' on '1.3.12.2.1107.5.2.52.<NUM_ID>.<NUM_ID>.0.0.0'.,137634
I,MRI_TBC,106,TxK2304 [Dev#<DEV_ID>] unit info: CH0_TX_QUEUE_SEQUENZER_BUSY1,135847
I,MRI_FRR,263,"XAxisPlusPossible: 0, XAxisMinusPossible: 0, argument values are boolean.",118653
E,DeveloperError_DevLogService,0,Instance Uid does not match to the update condition,108632
I,DeveloperLog_DevLogService,0,"ACQM: Checked-In 'CheckinCompleted 2.16.840.1.<NUM_ID>.632.20.<NUM_ID>.<NUM_ID>.<NUM_ID> 1.3.12.2.1107.5.2.52.<NUM_ID>.<NUM_ID>.0.0.0 1.2.840.<NUM_ID>.5.1.4.1.1.4.1 1.3.12.2.1107.5.2.52.<NUM_ID>.<NUM_ID> 1'. (-1), Objects:",92392
I,MRI_COS,21,SPICE prepare time: 7 ms,87619
I,MRI_MPU,3020,Magnet Supervision: Solenoid valve opened,84955
I,MRI_MPU,3023,Magnet Supervision: Solenoid valve returned to automatic control mode,84954
I,MRI_GIM,82,"GIMLI Information (GPAK2368-PCIeCore [Dev#<DEV_ID>]): The Sequence Count Watchdog Alarm has occurred in Gimli to FPGA direction. GIMLI Cirdan Information Select ""Restart System"". If the problem persists, please contact Siemens Service.",84261
